PassengerId,Age,Embarked,Fare,Pclass,Sex,Title,FSize,Survived
573,36.0,2,26.3875,1,1,12,0,1.0
574,29.0,1,7.75,3,0,9,0,1.0
575,16.0,2,08.05,3,1,12,0,0.0
576,19.0,2,14.5,3,1,12,0,0.0
577,34.0,2,13.0,2,0,9,0,1.0
578,39.0,2,55.9,1,0,13,1,1.0
579,29.0,0,14.4583,3,0,13,1,0.0
580,32.0,2,7.925,3,1,12,0,1.0
581,25.0,2,30.0,2,0,9,2,1.0
582,39.0,0,110.8833,1,0,13,2,1.0
583,54.0,2,26.0,2,1,12,0,0.0
584,36.0,0,40.125,1,1,12,0,0.0
585,29.0,0,8.7125,3,1,12,0,0.0
586,18.0,2,79.65,1,0,9,2,1.0
587,47.0,2,15.0,2,1,12,0,0.0
588,60.0,0,79.2,1,1,12,2,1.0
589,22.0,2,08.05,3,1,12,0,0.0
590,29.0,2,08.05,3,1,12,0,0.0
591,35.0,2,7.125,3,1,12,0,0.0
592,52.0,0,78.2667,1,0,13,1,1.0
593,47.0,2,7.25,3,1,12,0,0.0
594,29.0,1,7.75,3,0,9,2,0.0
595,37.0,2,26.0,2,1,12,1,0.0
596,36.0,2,24.15,3,1,12,2,0.0
597,29.0,2,33.0,2,0,9,0,1.0
598,49.0,2,0.0,3,1,12,0,0.0
599,29.0,0,7.225,3,1,12,0,0.0
600,49.0,0,56.9292,1,1,16,1,1.0
601,24.0,2,27.0,2,0,13,3,1.0
602,29.0,2,7.8958,3,1,12,0,0.0
603,29.0,2,42.4,1,1,12,0,0.0
604,44.0,2,08.05,3,1,12,0,0.0
605,35.0,0,26.55,1,1,12,0,1.0
606,36.0,2,15.55,3,1,12,1,0.0
607,30.0,2,7.8958,3,1,12,0,0.0
608,27.0,2,30.5,1,1,12,0,1.0
609,22.0,0,41.5792,2,0,13,3,1.0
610,40.0,2,153.4625,1,0,9,0,1.0
611,39.0,2,31.275,3,0,13,6,0.0
612,29.0,2,07.05,3,1,12,0,0.0
613,29.0,1,15.5,3,0,9,1,1.0
614,29.0,1,7.75,3,1,12,0,0.0
615,35.0,2,08.05,3,1,12,0,0.0
616,24.0,2,65.0,2,0,9,3,1.0
617,34.0,2,14.4,3,1,12,2,0.0
618,26.0,2,16.1,3,0,13,1,0.0
619,4.0,2,39.0,2,0,9,3,1.0
620,26.0,2,10.5,2,1,12,0,0.0
621,27.0,0,14.4542,3,1,12,1,0.0
622,42.0,2,52.5542,1,1,12,1,1.0
623,20.0,0,15.7417,3,1,12,2,1.0
624,21.0,2,7.8542,3,1,12,0,0.0
625,21.0,2,16.1,3,1,12,0,0.0
626,61.0,2,32.3208,1,1,12,0,0.0
627,57.0,1,12.35,2,1,15,0,0.0
628,21.0,2,77.9583,1,0,9,0,1.0
629,26.0,2,7.8958,3,1,12,0,0.0
630,29.0,1,7.7333,3,1,12,0,0.0
631,80.0,2,30.0,1,1,12,0,1.0
632,51.0,2,7.0542,3,1,12,0,0.0
633,32.0,0,30.5,1,1,4,0,1.0
634,29.0,2,0.0,1,1,12,0,0.0
635,9.0,2,27.9,3,0,9,5,0.0
636,28.0,2,13.0,2,0,9,0,1.0
637,32.0,2,7.925,3,1,12,0,0.0
638,31.0,2,26.25,2,1,12,2,0.0
639,41.0,2,39.6875,3,0,13,5,0.0
640,29.0,2,16.1,3,1,12,1,0.0
641,20.0,2,7.8542,3,1,12,0,0.0
642,24.0,0,69.3,1,0,10,0,1.0
643,2.0,2,27.9,3,0,9,5,0.0
644,29.0,2,56.4958,3,1,12,0,1.0
645,0.75,0,19.2583,3,0,9,3,1.0
646,48.0,0,76.7292,1,1,12,1,1.0
647,19.0,2,7.8958,3,1,12,0,0.0
648,56.0,0,35.5,1,1,1,0,1.0
649,29.0,2,7.55,3,1,12,0,0.0
650,23.0,2,7.55,3,0,9,0,1.0
651,29.0,2,7.8958,3,1,12,0,0.0
652,18.0,2,23.0,2,0,9,1,1.0
653,21.0,2,8.4333,3,1,12,0,0.0
654,29.0,1,7.8292,3,0,9,0,1.0
655,18.0,1,6.75,3,0,9,0,0.0
656,24.0,2,73.5,2,1,12,2,0.0
657,29.0,2,7.8958,3,1,12,0,0.0
658,32.0,1,15.5,3,0,13,2,0.0
659,23.0,2,13.0,2,1,12,0,0.0
660,58.0,0,113.275,1,1,12,2,0.0
661,50.0,2,133.65,1,1,4,2,1.0
662,40.0,0,7.225,3,1,12,0,0.0
663,47.0,2,25.5875,1,1,12,0,0.0
664,36.0,2,7.4958,3,1,12,0,0.0
665,20.0,2,7.925,3,1,12,1,1.0
666,32.0,2,73.5,2,1,12,2,0.0
667,25.0,2,13.0,2,1,12,0,0.0
668,29.0,2,7.775,3,1,12,0,0.0
669,43.0,2,08.05,3,1,12,0,0.0
670,29.0,2,52.0,1,0,13,1,1.0
671,40.0,2,39.0,2,0,13,2,1.0
672,31.0,2,52.0,1,1,12,1,0.0
673,70.0,2,10.5,2,1,12,0,0.0
674,31.0,2,13.0,2,1,12,0,1.0
675,29.0,2,0.0,2,1,12,0,0.0
676,18.0,2,7.775,3,1,12,0,0.0
677,24.5,2,08.05,3,1,12,0,0.0
678,18.0,2,9.8417,3,0,9,0,1.0
679,43.0,2,46.9,3,0,13,7,0.0
680,36.0,0,512.3292,1,1,12,1,1.0
681,29.0,1,8.1375,3,0,9,0,0.0
682,27.0,0,76.7292,1,1,12,0,1.0
683,20.0,2,9.225,3,1,12,0,0.0
684,14.0,2,46.9,3,1,12,7,0.0
685,60.0,2,39.0,2,1,12,2,0.0
686,25.0,0,41.5792,2,1,12,3,0.0
687,14.0,2,39.6875,3,1,12,5,0.0
688,19.0,2,10.1708,3,1,12,0,0.0
689,18.0,2,7.7958,3,1,12,0,0.0
690,15.0,2,211.3375,1,0,9,1,1.0
691,31.0,2,57.0,1,1,12,1,1.0
692,4.0,0,13.4167,3,0,9,1,1.0
693,29.0,2,56.4958,3,1,12,0,1.0
694,25.0,0,7.225,3,1,12,0,0.0
695,60.0,2,26.55,1,1,1,0,0.0
696,52.0,2,13.5,2,1,12,0,0.0
697,44.0,2,08.05,3,1,12,0,0.0
698,29.0,1,7.7333,3,0,9,0,1.0
699,49.0,0,110.8833,1,1,12,2,0.0
700,42.0,2,7.65,3,1,12,0,0.0
701,18.0,0,227.525,1,0,13,1,1.0
702,35.0,2,26.2875,1,1,12,0,1.0
703,18.0,0,14.4542,3,0,9,1,0.0
704,25.0,1,7.7417,3,1,12,0,0.0
705,26.0,2,7.8542,3,1,12,1,0.0
706,39.0,2,26.0,2,1,12,0,0.0
707,45.0,2,13.5,2,0,13,0,1.0
708,42.0,2,26.2875,1,1,12,0,1.0
709,22.0,2,151.55,1,0,9,0,1.0
710,29.0,0,15.2458,3,1,8,2,1.0
711,24.0,0,49.5042,1,0,10,0,1.0
712,29.0,2,26.55,1,1,12,0,0.0
713,48.0,2,52.0,1,1,12,1,1.0
714,29.0,2,9.4833,3,1,12,0,0.0
715,52.0,2,13.0,2,1,12,0,0.0
716,19.0,2,7.65,3,1,12,0,0.0
717,38.0,0,227.525,1,0,9,0,1.0
718,27.0,2,10.5,2,0,9,0,1.0
719,29.0,1,15.5,3,1,12,0,0.0
720,33.0,2,7.775,3,1,12,0,0.0
721,6.0,2,33.0,2,0,9,1,1.0
722,17.0,2,7.0542,3,1,12,1,0.0
723,34.0,2,13.0,2,1,12,0,0.0
724,50.0,2,13.0,2,1,12,0,0.0
725,27.0,2,53.1,1,1,12,1,1.0
726,20.0,2,8.6625,3,1,12,0,0.0
727,30.0,2,21.0,2,0,13,3,1.0
728,29.0,1,7.7375,3,0,9,0,1.0
729,25.0,2,26.0,2,1,12,1,0.0
730,25.0,2,7.925,3,0,9,1,0.0
731,29.0,2,211.3375,1,0,9,0,1.0
732,11.0,0,18.7875,3,1,12,0,0.0
733,29.0,2,0.0,2,1,12,0,0.0
734,23.0,2,13.0,2,1,12,0,0.0
735,23.0,2,13.0,2,1,12,0,0.0
736,28.5,2,16.1,3,1,12,0,0.0
737,48.0,2,34.375,3,0,13,4,0.0
738,35.0,0,512.3292,1,1,12,0,1.0
739,29.0,2,7.8958,3,1,12,0,0.0
740,29.0,2,7.8958,3,1,12,0,0.0
741,29.0,2,30.0,1,1,12,0,1.0
742,36.0,2,78.85,1,1,12,1,0.0
743,21.0,0,262.375,1,0,9,4,1.0
744,24.0,2,16.1,3,1,12,1,0.0
745,31.0,2,7.925,3,1,12,0,1.0
746,70.0,2,71.0,1,1,0,2,0.0
747,16.0,2,20.25,3,1,12,2,0.0
748,30.0,2,13.0,2,0,9,0,1.0
749,19.0,2,53.1,1,1,12,1,0.0
750,31.0,1,7.75,3,1,12,0,0.0
751,4.0,2,23.0,2,0,9,2,1.0
752,6.0,2,12.475,3,1,8,1,1.0
753,33.0,2,9.5,3,1,12,0,0.0
754,23.0,2,7.8958,3,1,12,0,0.0
755,48.0,2,65.0,2,0,13,3,1.0
756,0.67,2,14.5,2,1,8,2,1.0
757,28.0,2,7.7958,3,1,12,0,0.0
758,18.0,2,11.5,2,1,12,0,0.0
759,34.0,2,08.05,3,1,12,0,0.0
760,33.0,2,86.5,1,0,17,0,1.0
761,29.0,2,14.5,3,1,12,0,0.0
762,41.0,2,7.125,3,1,12,0,0.0
763,20.0,0,7.2292,3,1,12,0,1.0
764,36.0,2,120.0,1,0,13,3,1.0
765,16.0,2,7.775,3,1,12,0,0.0
766,51.0,2,77.9583,1,0,13,1,1.0
767,29.0,0,39.6,1,1,4,0,0.0
768,30.5,1,7.75,3,0,9,0,0.0
769,29.0,1,24.15,3,1,12,1,0.0
770,32.0,2,8.3625,3,1,12,0,0.0
771,24.0,2,9.5,3,1,12,0,0.0
772,48.0,2,7.8542,3,1,12,0,0.0
773,57.0,2,10.5,2,0,13,0,0.0
774,29.0,0,7.225,3,1,12,0,0.0
775,54.0,2,23.0,2,0,13,4,1.0
776,18.0,2,7.75,3,1,12,0,0.0
777,29.0,1,7.75,3,1,12,0,0.0
778,5.0,2,12.475,3,0,9,0,1.0
779,29.0,1,7.7375,3,1,12,0,0.0
780,43.0,2,211.3375,1,0,13,1,1.0
781,13.0,0,7.2292,3,0,9,0,1.0
782,17.0,2,57.0,1,0,13,1,1.0
783,29.0,2,30.0,1,1,12,0,0.0
784,29.0,2,23.45,3,1,12,3,0.0
785,25.0,2,07.05,3,1,12,0,0.0
786,25.0,2,7.25,3,1,12,0,0.0
787,18.0,2,7.4958,3,0,9,0,1.0
788,8.0,1,29.125,3,1,8,5,0.0
789,1.0,2,20.575,3,1,8,3,1.0
790,46.0,0,79.2,1,1,12,0,0.0
791,29.0,1,7.75,3,1,12,0,0.0
792,16.0,2,26.0,2,1,12,0,0.0
793,29.0,2,69.55,3,0,9,10,0.0
794,29.0,0,30.6958,1,1,12,0,0.0
795,25.0,2,7.8958,3,1,12,0,0.0
796,39.0,2,13.0,2,1,12,0,0.0
797,49.0,2,25.9292,1,0,4,0,1.0
798,31.0,2,8.6833,3,0,13,0,1.0
799,30.0,0,7.2292,3,1,12,0,0.0
800,30.0,2,24.15,3,0,13,2,0.0
801,34.0,2,13.0,2,1,12,0,0.0
802,31.0,2,26.25,2,0,13,2,1.0
803,11.0,2,120.0,1,1,8,3,1.0
804,0.42,0,8.5167,3,1,8,1,1.0
805,27.0,2,6.975,3,1,12,0,1.0
806,31.0,2,7.775,3,1,12,0,0.0
807,39.0,2,0.0,1,1,12,0,0.0
808,18.0,2,7.775,3,0,9,0,0.0
809,39.0,2,13.0,2,1,12,0,0.0
810,33.0,2,53.1,1,0,13,1,1.0
811,26.0,2,7.8875,3,1,12,0,0.0
812,39.0,2,24.15,3,1,12,0,0.0
813,35.0,2,10.5,2,1,12,0,0.0
814,6.0,2,31.275,3,0,9,6,0.0
815,30.5,2,08.05,3,1,12,0,0.0
816,29.0,2,0.0,1,1,12,0,0.0
817,23.0,2,7.925,3,0,9,0,0.0
818,31.0,0,37.0042,2,1,12,2,0.0
819,43.0,2,6.45,3,1,12,0,0.0
820,10.0,2,27.9,3,1,8,5,0.0
821,52.0,2,93.5,1,0,13,2,1.0
822,27.0,2,8.6625,3,1,12,0,1.0
823,38.0,2,0.0,1,1,5,0,0.0
824,27.0,2,12.475,3,0,13,1,1.0
825,2.0,2,39.6875,3,1,8,5,0.0
826,29.0,1,6.95,3,1,12,0,0.0
827,29.0,2,56.4958,3,1,12,0,0.0
828,1.0,0,37.0042,2,1,8,2,1.0
829,29.0,1,7.75,3,1,12,0,1.0
830,62.0,2,80.0,1,0,13,0,1.0
831,15.0,0,14.4542,3,0,13,1,1.0
832,0.83,2,18.75,2,1,8,2,1.0
833,29.0,0,7.2292,3,1,12,0,0.0
834,23.0,2,7.8542,3,1,12,0,0.0
835,18.0,2,8.3,3,1,12,0,0.0
836,39.0,0,83.1583,1,0,9,2,1.0
837,21.0,2,8.6625,3,1,12,0,0.0
838,29.0,2,08.05,3,1,12,0,0.0
839,32.0,2,56.4958,3,1,12,0,1.0
840,29.0,0,29.7,1,1,12,0,1.0
841,20.0,2,7.925,3,1,12,0,0.0
842,16.0,2,10.5,2,1,12,0,0.0
843,30.0,0,31.0,1,0,9,0,1.0
844,34.5,0,6.4375,3,1,12,0,0.0
845,17.0,2,8.6625,3,1,12,0,0.0
846,42.0,2,7.55,3,1,12,0,0.0
847,29.0,2,69.55,3,1,12,10,0.0
848,35.0,0,7.8958,3,1,12,0,0.0
849,28.0,2,33.0,2,1,15,1,0.0
850,29.0,0,89.1042,1,0,13,1,1.0
851,4.0,2,31.275,3,1,8,6,0.0
852,74.0,2,7.775,3,1,12,0,0.0
853,9.0,0,15.2458,3,0,9,2,0.0
854,16.0,2,39.4,1,0,9,1,1.0
855,44.0,2,26.0,2,0,13,1,0.0
856,18.0,2,9.35,3,0,13,1,1.0
857,45.0,2,164.8667,1,0,13,2,1.0
858,51.0,2,26.55,1,1,12,0,1.0
859,24.0,0,19.2583,3,0,13,3,1.0
860,29.0,0,7.2292,3,1,12,0,0.0
861,41.0,2,14.1083,3,1,12,2,0.0
862,21.0,2,11.5,2,1,12,1,0.0
863,48.0,2,25.9292,1,0,13,0,1.0
864,29.0,2,69.55,3,0,9,10,0.0
865,24.0,2,13.0,2,1,12,0,0.0
866,42.0,2,13.0,2,0,13,0,1.0
867,27.0,0,13.8583,2,0,9,1,1.0
868,31.0,2,50.4958,1,1,12,0,0.0
869,29.0,2,9.5,3,1,12,0,0.0
870,4.0,2,11.1333,3,1,8,2,1.0
871,26.0,2,7.8958,3,1,12,0,0.0
872,47.0,2,52.5542,1,0,13,2,1.0
873,33.0,2,5.0,1,1,12,0,0.0
874,47.0,2,9.0,3,1,12,0,0.0
875,28.0,0,24.0,2,0,13,1,1.0
876,15.0,0,7.225,3,0,9,0,1.0
877,20.0,2,9.8458,3,1,12,0,0.0
878,19.0,2,7.8958,3,1,12,0,0.0
879,29.0,2,7.8958,3,1,12,0,0.0
880,56.0,0,83.1583,1,0,13,1,1.0
881,25.0,2,26.0,2,0,13,1,1.0
882,33.0,2,7.8958,3,1,12,0,0.0
883,22.0,2,10.5167,3,0,9,0,0.0
884,28.0,2,10.5,2,1,12,0,0.0
885,25.0,2,07.05,3,1,12,0,0.0
886,39.0,1,29.125,3,0,13,5,0.0
887,27.0,2,13.0,2,1,15,0,0.0
888,19.0,2,30.0,1,0,9,0,1.0
889,29.0,2,23.45,3,0,9,3,0.0
890,26.0,0,30.0,1,1,12,0,1.0
891,32.0,1,7.75,3,1,12,0,0.0
