,polarity,date,tweet,tweet_processed,tweet_processed2
252,negatif,,Grève = arrêt temporaire et collectif du travail vissant à signifier un mécontentement. ON EST TOUS CONCERNÉS PAR LA #reformedesretraites. Sauf si vous n’allez pas vieillir en France . #OnOublieraPas #FrancePaysDesRiches #giletsjaunes,grève arrêt temporaire collectif travail vissant signifier mécontentement tous concernés reformedesretraites sauf si allez vieillir france onoublierapas francepaysdesriches giletsjaunes,grever arrêt temporaire collectif travail visser signifier mécontentement tout concerner reformedesretraites sauf si aller vieillir france onoublierapas francepaysdesriches giletsjaunes
253,positif,,"Une forme de régime unis vers celle que l'on a toujours connu jusqu'à aujourd'hui, des régimes spéciaux et acquis aussi. @EPhilippePM n'aura gardé finalement et jusqu'à maintenant que son totem d'#agepivot. #reformedesretraites #regimeuniversel",forme régime unis vers celle toujours connu jusqu aujourd hui régimes spéciaux acquis aussi gardé finalement jusqu maintenant totem agepivot reformedesretraites regimeuniversel,former régime unir ver celui toujours connaître jusqu aujourd hui régime spécial acquérir aussi garder finalement jusqu maintenir totem agepivot reformedesretraites regimeuniversel
254,positif,,"Regard écologique de @GaelGiraud_CNRS, ancien économiste en chef de l’Agence française de développement, sur la #reformedesretraites : un projet qui “contribue à engager davantage notre société dans l’impasse d’un productivisme qui nous tue” ",regard écologique ancien économiste chef agence française développement reformedesretraites projet contribue engager davantage société impasse productivisme tue,regard écologique ancien économiste chef agencer français développement reformedesretraites projet contribuer engager davantage société impasse productivisme tuer
255,negatif,,#VoeuxMacron2020 #GiletsJaunes #greve30decembre #FiersDeLaGrève #Retraites #reformedesretraites,voeuxmacron2020 giletsjaunes greve30decembre fiersdelagrève retraites reformedesretraites,voeuxmacron2020 giletsjaunes greve30decembre fiersdelagrève retraiter reformedesretraites
256,negatif,,"Si #mediapart était un vrai journal de journalistes, il saurait que c'est déjà le cas depuis des lustres : bcp de cotisations sociales sont plafonnées à 3 plafonds sécu, ie environ 10,000 euros. Au delà, c'était même 0% de cotis' #reformedesretraites #Retraitesparpoints",si mediapart vrai journal journalistes saurait déjà cas depuis lustres bcp cotisations sociales plafonnées plafonds sécu ie environ 10 000 euros delà cotis reformedesretraites retraitesparpoints,si mediapart vrai journal journaliste savoir déjà cas depuis lustrer bcp cotisation social plafonner plafond sécu ie environ 10 000 euro delà cotir reformedesretraites retraitesparpoints
257,positif,,#CélineBosquet aux commandes des JT de #franceinfo canal 27 jusqu’à 21h Toute l’actu nationale et internationale #reformedesretraites #greve30decembre #SaintSylvestre #Australie #Londres La situation en #Lybie avec @flthomazeau @France24_fr #franceinfo canal 27,célinebosquet commandes jt franceinfo canal 27 jusqu 21h toute actu nationale internationale reformedesretraites greve30decembre saintsylvestre australie londres situation lybie franceinfo canal 27,célinebosquet commander jt franceinfo canal 27 jusqu 21h tout actu national international reformedesretraites greve30decembre saintsylvestre australie londres situation lybie franceinfo canal 27
258,negatif,,RT @CFECGC: #RéformeDesRetraites #Déficit Démêlons le vrai du faux #9janvier2020,réformedesretraites déficit démêlons vrai faux 9janvier2020,réformedesretraites déficit démêler vrai faillir 9janvier2020
259,negatif,,"#retraites Finalement chaque catégorie de fonctionnaires va avoir une dérogation à une réforme qui ne touchera, comme d'habitude, que l'immense masse des salariés du privé, éternelles vaches à lait d'un système pourri et à l'agonie... #reformedesretraites",retraites finalement chaque catégorie fonctionnaires va avoir dérogation réforme touchera comme habitude immense masse salariés privé éternelles vaches lait système pourri agonie reformedesretraites,retraiter finalement chaque catégorie fonctionnaire aller avoir dérogation réformer toucher comme habitude immense masser salarier priver éternel vache lait système pourrir agonir reformedesretraites
260,negatif,,"#greve30decembre #retraite #FiersDeLaGreve #greve31decembre #GreveGenerale À l’appel de la Fédération nationale des #ports et docks #CGT, la stratégie de #blocage des ports français contre la #réformedesretraites a gagné #Lorient ce #lundi30décembre""",greve30decembre retraite fiersdelagreve greve31decembre grevegenerale appel fédération nationale ports docks cgt stratégie blocage ports français contre réformedesretraites gagné lorient lundi30décembre,greve30decembre retraiter fiersdelagreve greve31decembre grevegenerale appel fédération national port dock cgt stratégie blocage port français contrer réformedesretraites gagner lorient lundi30décembre
261,positif,,Mes commentaires sur la #reformedesretraites et sur les #VoeuxMacron2020 ce soir de 17h à 19h dans @punchline sur @CNEWS,commentaires reformedesretraites voeuxmacron2020 soir 17h 19h,commentaire reformedesretraites voeuxmacron2020 soir 17h 19h
262,negatif,,#BoycottVoeuxMacron2020 #giletsjaunes #retraites #reformedesretraites #greve30decembre #greve31decembre,boycottvoeuxmacron2020 giletsjaunes retraites reformedesretraites greve30decembre greve31decembre,boycottvoeuxmacron2020 giletsjaunes retraiter reformedesretraites greve30decembre greve31decembre
263,positif,,"Je suis plutôt d'accord, image fausse. Le problème est plutôt la sécession des riches. Comme le prouve, nouvel exemple, la quasi-disparition des cotisations des très hauts salaires dans la #reformedesretraites qui, espérons-le, ne verra jamais le jour ",plutôt accord image fausse problème plutôt sécession riches comme prouve nouvel exemple quasi disparition cotisations très hauts salaires reformedesretraites espérons verra jamais jour,plutôt accord imager faux problème plutôt sécession riche comme prouver nouveau exemple quasi disparition cotisation très haut salaire reformedesretraites espérer voir jamais jour
264,negatif,,Les #avocats s'apprêtent à durcir leur mouvement de #greve contre la #reformedesretraites à partir du 6 janvier.,avocats apprêtent durcir mouvement greve contre reformedesretraites partir janvier,avocat apprêter durcir mouvement greve contrer reformedesretraites partir janvier
265,negatif,,#RéformeDesRetraites #Déficit Démêlons le vrai du faux #9janvier2020,réformedesretraites déficit démêlons vrai faux 9janvier2020,réformedesretraites déficit démêler vrai faillir 9janvier2020
266,negatif,,"Entre manifestations, blocages de dépôts de bus et rassemblements festifs, actrices et acteurs de la grève, rejoints par de nombreux soutiens, poursuivent la mobilisation contre #reformedesretraites et réchauffent les cœurs. http://bit.ly/2swFoaY",entre manifestations blocages dépôts bus rassemblements festifs actrices acteurs grève rejoints nombreux soutiens poursuivent mobilisation contre reformedesretraites réchauffent cœurs,entrer manifestation blocage dépôt boire rassemblement festif acteur acteur grever rejoint nombreux soutien poursuivre mobilisation contrer reformedesretraites réchauffer cœurs
267,negatif,,"""Au fou ""dit-il en se mirant dans l'onde pisseuse de ses toilettes #reformedesretraites ",fou dit mirant onde pisseuse toilettes reformedesretraites,fou dire mirer onde pisseur toiletter reformedesretraites
268,positif,,Ce gouvernement doit atterrir de son nuage dorée #reformedesretraites #greves,gouvernement doit atterrir nuage dorée reformedesretraites greves,gouvernement devoir atterrir nuage dorer reformedesretraites greves
269,negatif,,Une question : pourquoi tous ces malheureux commerçants parisiens ne lancent ils pas une cagnotte ? ça les aiderait à passer le cap vive la solidarité Et pour les fêtards les bancs publics ça peut dépanner quelques astuces pour survivre #grevegenerale #reformedesretraites,question pourquoi tous malheureux commerçants parisiens lancent cagnotte ça aiderait passer cap vive solidarité fêtards bancs publics ça peut dépanner quelques astuces survivre grevegenerale reformedesretraites,question pourquoi tout malheureux commerçant parisien lancer cagnotte ça aider prendre cap vivre solidarité fêtard banc public ça pouvoir dépanner quelque astuce survivre grevegenerale reformedesretraites
270,negatif,,Nous durcissons la grève à partir du 6 janvier. Nous Arrêtons toutes les désignations d’aide juridictionnelle et permanences pénales.Renvoi de tous les dossiers en matière judiciaire. #Reformedesretraites #Avocats http://eye.newsletter.cnb.avocat.fr/m2?r=uDVjODI3YTgzYjk1Y2VlMWExYmJiZDg3ZsQQ0MHl0K_QntCQ0IlO4tCjcdCPbX9Pf-HEEDPQo9DZCDjQok5G0JR7SFzQovv6U7VwY2Fzc2V2aWxsZUBvcmFuZ2UuZnKg3AAVti13Q0ZUc1Z0UjNHM0U3THQ3RHB2cWegtjNKV2FaSkk1UVotSXZocFd5cFJ4NXemTsOOTUVTtjVtMDJiOGx4emNhZHRiMHBraWdiY2ygtjdBSEQ4cTlEVGxlaWpHU21UYTNxbVGqQ0FTU0VWSUxMRbY5N3VWTjVOR1ItMm85TG1TZzlQMExnoLZBMk1FTVFoVVQtYTlCOGtpc1ZLakZnoKtDSVZJTElUWV9JRKCqQ09OVEFDVF9JRLZNNlBaQ0RpaVRrYVVlMGhjb3Z2NlV3s0VNQUlMX0NPUlJFQ1RJT05fSUSgtklBM3lJRzgyUS1lMjJwazNLdmdudFGgtklnMkdmT3B2VFh1bUx0c0NGaWwtWGegsU9SSUdJTl9DQVBUSU9OX0lEp0F2b2NhdHOuT1JJR0lOX0tJTkRfSUSkTElTVLNQSE9ORV9DT1JSRUNUSU9OX0lEoLZSNzQ0R2ZDQlI3U0VnbTJJMjhOU1RnoLZSUFlDN1hmT1JhcVRtR1FVdTZDeGNBoKhTVEFURV9JRKZOT1JNQUy2aEZZLTFoWHJTMEM4UUthZUdLb3d0d6UxODE0NbZxRzZEay1JR1JCdUg5WVBZb2NnWUV3plBhc2NhbLZzM2gzcmlVa1JqZU9Oa0hKZUpzNGlnoLZzVjBmanVtNVF5NjN3QS1zcFZNaVJ3oA==,durcissons grève partir janvier arrêtons toutes désignations aide juridictionnelle permanences pénales renvoi tous dossiers matière judiciaire reformedesretraites avocats,durcir grever partir janvier arrêter toute désignation aider juridictionnel permanence pénal renvoi tout dossier matière judiciaire reformedesretraites avocat
271,positif,,#reformedesretraites,reformedesretraites,reformedesretraites
272,negatif,,#Grève contre la #scandaleuse #reformedesretraites #neoliberale #travaillerplusgagnermoins la légère amélioration dans les #transports en #IledeFrance ne va pas durer...,grève contre scandaleuse reformedesretraites neoliberale travaillerplusgagnermoins légère amélioration transports iledefrance va durer,grever contrer scandaleux reformedesretraites neoliberale travaillerplusgagnermoins léger amélioration transport iledefrance aller durer
273,negatif,," #RéformeDesRetraites : qu'attend @ManonAubryFr des #VoeuxDeMacron2020, demain ? ""Il vaut mieux tard que jamais mais malheureusement, les signes donnés jusqu'à présent ne vont pas dans la bonne direction"". @Julie_Hammett #LaMatinaleLCI #FranceInsoumise",réformedesretraites attend voeuxdemacron2020 demain vaut mieux tard jamais malheureusement signes donnés jusqu présent vont bonne direction lamatinalelci franceinsoumise,réformedesretraites attendre voeuxdemacron2020 demain valoir mieux tard jamais malheureusement signer donner jusqu présent aller bon direction lamatinalelci franceinsoumise
274,negatif,,La #raffinerie de Grandpuits en Seine et Marne vient de reconduire la #greve contre l #reformedesretraites jusqu'au 6 janvier. #greve29decembre,raffinerie grandpuits seine marne vient reconduire greve contre reformedesretraites jusqu janvier greve29decembre,raffinerie grandpuits seine marner venir reconduire greve contrer reformedesretraites jusqu janvier greve29decembre
275,negatif,,Les mensonges de #Macron et ses sbires sur la #ReformeDesRetraites encore une fois mis à mal. #Macron2022 n'agit pas dans l'intérêt publique mais bien pour des intérêts particuliers Ici la finance et les assurances,mensonges macron sbires reformedesretraites encore fois mis mal macron2022 agit intérêt publique bien intérêts particuliers ici finance assurances,mensonge macron sbire reformedesretraites encore foi mettre mal macron2022 agir intérêt public bien intérêt particulier ici financer assurance
276,negatif,,"En lieu et place d'une #reformedesretraites, @EPhilippePM est en train avec ses petits accords d'arrière cuisine, une réforme des reculs. #reformedesreculs @EmmanuelMacron @Elysee #TotemAgePivot",lieu place reformedesretraites train petits accords arrière cuisine réforme reculs reformedesreculs totemagepivot,lieu placer reformedesretraites train petit accord arriérer cuisiner réformer recul reformedesreculs totemagepivot
277,negatif,,"Il est là, le problème Savez-vous au Jenga ? Avec cette #RéformeDesRetraites, le gouvernement joue au Jenga avec le système français de répartition : vicieusement, il enlève une pièce maîtresse, provoquant à terme l'écroulement de toute la tour... https://www.mediapart.fr/journal/economie/301219/reforme-des-retraites-le-revelateur-des-hauts-salaires?onglet=full",là problème savez jenga cette réformedesretraites gouvernement joue jenga système français répartition vicieusement enlève pièce maîtresse provoquant terme écroulement toute tour,là problème savoir jenga ce réformedesretraites gouvernement jouer jenga système français répartition vicieusement enlever pièce maître provoquer terme écroulement tout tour
278,negatif,," Les propositions de @ManonAubryFr pour la #RéformeDesRetraites : ""Puisque le gouvernement sape comme jamais on n'a sapé dans l'histoire de notre système de protection sociale, oui, moi je dis qu'on peut opposer un contre-projet"". @Julie_Hammett #LaMatinaleLCI #LFI",propositions réformedesretraites puisque gouvernement sape comme jamais sapé histoire système protection sociale oui dis peut opposer contre projet lamatinalelci lfi,proposition réformedesretraites puisque gouvernement saper comme jamais saper histoire système protection social oui dire pouvoir opposer contrer projet lamatinalelci lfi
279,negatif,,Réforme des retraites: «Mieux vaut quelques jours de galère qu'une retraite de misère» - Sputnik France https://fr.sputniknews.com/france/201912301042681156-reforme-des-retraites-mieux-vaut-quelques-jours-de-galere-quune-retraite-de-misere/ #reformedesretraites #grevegenerale #Mathilde_Panot,réforme retraites mieux vaut quelques jours galère retraite misère sputnik france reformedesretraites grevegenerale mathilde_panot,réformer retraiter mieux valoir quelque jour galérer retraiter misère sputnik france reformedesretraites grevegenerale mathilde_panot
280,negatif,,"Le pourrissement, c'est la #cgt, #FranceInsoumise. La division, c'est ceux qui veulent garder leur privilège. Oui à la #réformedesretraites Plus juste et solidaire. Je suis dans le privé et je travaille, cela m'arrive de 6h30 à 23h00. C'est par passion.",pourrissement cgt franceinsoumise division ceux veulent garder privilège oui réformedesretraites plus juste solidaire privé travaille cela arrive 6h30 23h00 passion,pourrissement cgt franceinsoumise division celui vouloir garder privilège oui réformedesretraites plaire juste solidaire priver travailler celer arriver 6h30 23h00 passion
281,negatif,,Ne lâchez rien !! #reformedesretraites #GreveGenerale #retraitdelareforme #OnLâcheRien #JusticeSociale,lâchez rien reformedesretraites grevegenerale retraitdelareforme onlâcherien justicesociale,lâcher rien reformedesretraites grevegenerale retraitdelareforme onlâcherien justicesociale
282,positif,,"@lacgtcommunique @CFDT #reformedesretraites Ah, j'oubliais... Je touche 2400€ de retraite. Pouvez-vous annoncer votre condition sociale, fonction et revenus, juste pour voir si vos avis, aussi respectables soient-ils, sont en phase avec l'inquiétude de certains ?",reformedesretraites ah oubliais touche 2400 retraite pouvez annoncer condition sociale fonction revenus juste voir si avis aussi respectables phase inquiétude certains,reformedesretraites ah oublier toucher 2400 retraiter pouvoir annoncer condition social fonction revenu juste voir si avis aussi respectable phase inquiétude certain
283,positif,,[#Loi1901] Le rôle des #retraités dans les instances dirigeantes des #associations #RéformeDesRetraites #RéformeRetraites https://www.loi1901.com/breves_associatives.php?moteur1=1567 #VieAssociative #asso #association #ESS #Retraites,loi1901 rôle retraités instances dirigeantes associations réformedesretraites réformeretraites vieassociative asso association ess retraites,loi1901 rôle retraiter instance dirigeant association réformedesretraites réformeretraites vieassociative asso association ess retraiter
284,negatif,," @ManonAubryFr, sur le projet de #RéformeDesRetraites, à @MEMalouines : ""En démocratie, ce n'est pas parce que vous êtes élu que vous devez vous asseoir sur le dialogue social [...] Des concessions qui sont des cacahuètes ?"". @Julie_Hammett #LaMatinaleLCI #FranceInsoumise",projet réformedesretraites démocratie parce élu devez asseoir dialogue social concessions cacahuètes lamatinalelci franceinsoumise,projet réformedesretraites démocratie parce élire devoir asseoir dialoguer social concession cacahuète lamatinalelci franceinsoumise
285,negatif,,"Si sa volonté est vraiment l'apaisement, je pense que le président @EmmanuelMacron devrait avoir le courage et le bon sens de retirer son projet de #réformedesretraites qui, en l'état, est injuste, dangereux et inutile ... ",si volonté vraiment apaisement pense président devrait avoir courage bon sens retirer projet réformedesretraites état injuste dangereux inutile,si volonté vraiment apaisement penser présider devoir avoir courage bon sentir retirer projet réformedesretraites état injuste dangereux inutile
286,positif,,Cet homme aura réussi à se faire rejeter plus encore que #Sarkozy Un bel exploit que je respecte. #greve30decembre #reformedesretraites #LREM,cet homme réussi faire rejeter plus encore sarkozy bel exploit respecte greve30decembre reformedesretraites lrem,ce homme réussir faire rejeter plaire encore sarkozy beau exploit respecter greve30decembre reformedesretraites lrem
287,negatif,,#Retraites #Retraitesparpoints #reformedesretraites #greve30decembre,retraites retraitesparpoints reformedesretraites greve30decembre,retraiter retraitesparpoints reformedesretraites greve30decembre
288,negatif,," @ManonAubryFr, sur le projet de #RéformeDesRetraites, à @MEMalouines : ""Le gouvernement nous propose une casse de notre système de protection sociale"". @Julie_Hammett #LaMatinaleLCI #FranceInsoumise",projet réformedesretraites gouvernement propose casse système protection sociale lamatinalelci franceinsoumise,projet réformedesretraites gouvernement proposer casser système protection social lamatinalelci franceinsoumise
289,negatif,,#grevegenerale #reformedesretraites #giletsjaunes #servicepublic #infirmiere,grevegenerale reformedesretraites giletsjaunes servicepublic infirmiere,grevegenerale reformedesretraites giletsjaunes servicepublic infirmiere
290,positif,,@lacgtcommunique @CFDT #reformedesretraites La bonne blague... qui saisit le Conseil Constitutionnel ?,reformedesretraites bonne blague saisit conseil constitutionnel,reformedesretraites bon blaguer saisir conseil constitutionnel
291,positif,,#NeoFascisme #Macron #LREM #greve30decembre #reformedesretraites,neofascisme macron lrem greve30decembre reformedesretraites,neofascisme macron lrem greve30decembre reformedesretraites
292,negatif,,9 régimes spéciaux conservés. #Lol La retraite universelle pour tous... Mais pas trop ? #Tartuffe #LREM #greve30decembre #reformedesretraites,régimes spéciaux conservés lol retraite universelle tous trop tartuffe lrem greve30decembre reformedesretraites,régime spécial conserver lol retraiter universel tout trop tartuffe lrem greve30decembre reformedesretraites
293,positif,,Penser au delà de son intérêt personnel c’est donner son vrai sens à la politique @micheledelaunay #reformedesretraites,penser delà intérêt personnel donner vrai sens politique reformedesretraites,penser delà intérêt personnel donner vrai sentir politique reformedesretraites
294,negatif,,La @FranceInsoumise s'enfonce dans ses délires. La France serait le seul pays européen à ramener l'âge de départ à 60 ans avec une durée de cotisation plus courte pendant que les autres le repoussent à 65 voire même 67 ans ! @ManonAubryFr #reformedesretraites,enfonce délires france seul pays européen ramener âge départ 60 ans durée cotisation plus courte pendant autres repoussent 65 voire 67 ans reformedesretraites,enfoncer délirer france seul pays européen ramener âge départir 60 an durer cotisation plaire courter pendre autre repousser 65 voire 67 an reformedesretraites
295,positif,,la raison et le bon sens sur la #reformedesretraites loin de ce qui est dit ou crié dans la rue par ceux qui croient au miracle français de vivre plus vieux et plus nombreux avec la meilleure retraite et en partant le plus tôt que partout ailleurs en Europe,raison bon sens reformedesretraites loin dit crié rue ceux croient miracle français vivre plus vieux plus nombreux meilleure retraite partant plus tôt partout ailleurs europe,raison bon sentir reformedesretraites loin dire crier ruer celui croire miracle français vivre plaire vieux plaire nombreux meilleur retraiter partir plaire tôt partout ailleurs europe
296,negatif,,"Les #GiletsJaunes auront montré qu'une répression d'une violence policière et judiciaire inouïe et jusque là inimaginable dans un état dit ""de droit"" était faisable dans une quasi-indiférence... #macron peut passer en force sa #reformedesretraites en toute sérénité.",giletsjaunes montré répression violence policière judiciaire inouïe jusque là inimaginable état dit droit faisable quasi indiférence macron peut passer force reformedesretraites toute sérénité,giletsjaunes montrer répression violence policier judiciaire inouï jusque là inimaginable état dire droit faisable quasi indiférence macron pouvoir prendre forcer reformedesretraites tout sérénité
297,negatif,,"#reformedesretraites ""Le démantèlement des #retraites en France doit être considéré comme s’inscrivant dans 1 schéma historique &amp; non comme 1 événement isolé La #grève actuelle est une réponse au projet d’#austérité de cet Empire #néolibéral qu’est l’#UE""",reformedesretraites démantèlement retraites france doit être considéré comme inscrivant schéma historique amp non comme événement isolé grève actuelle réponse projet austérité cet empire néolibéral ue,reformedesretraites démantèlement retraiter france devoir être considérer comme inscrire schéma historique amp non comme événement isoler grever actuel réponse projet austérité ce empirer néolibéral ue
298,positif,,"Sacré Cerise, elle est pleine de bon sens #reformedesretraites #1andecolere",sacré cerise pleine bon sens reformedesretraites 1andecolere,sacrer cerise plein bon sentir reformedesretraites 1andecolere
299,negatif,,"""... dans quel état vit-on où le gouvernement considère que son propre peuple est un adversaire ?.."" #Macronie #Macron #Acte59 #GiletsJaunes #Retraites #reformedesretraites ",quel état vit où gouvernement considère propre peuple adversaire macronie macron acte59 giletsjaunes retraites reformedesretraites,quel état voir où gouvernement considérer propre peupler adversaire macronie macron acte59 giletsjaunes retraiter reformedesretraites
300,negatif,,Comment appelle-t-on un régime sous lequel on a peur de manifester ? #GiletsJaunes #reformedesretraites,comment appelle régime sous lequel peur manifester giletsjaunes reformedesretraites,comment appeler régime sou lequel peur manifester giletsjaunes reformedesretraites
301,positif,,"Le 31 décembre à 14h, ce sera au tour des musiciens de l'Orchestre de l'Opera de Paris d'assurer le spectacle à 14h sur les marches de la Bastille. Après le chant des choeurs, le ballet des danseurs, place à la musique. #reformedesretraites #greve31decembre",31 décembre 14h tour musiciens orchestre opera paris assurer spectacle 14h marches bastille après chant choeurs ballet danseurs place musique reformedesretraites greve31decembre,31 décembre 14h tour musicien orchestrer opera pari avoir spectacle 14h marcher bastille après chant choeur ballet danseur placer musiquer reformedesretraites greve31decembre
302,negatif,,"Les #LREM n'ont rien à se mettre sous la dent, alors ils font (souvent) ce qu'il y a de pire pour taper à gauche. #greve30decembre #reformedesretraites ",lrem rien mettre sous dent alors font souvent pire taper gauche greve30decembre reformedesretraites,lrem rien mettre sou dent alors faire souvent pire taper gauche greve30decembre reformedesretraites
303,negatif,,"""La #PénurieDeCarburant existe, et commence à s'intensifier."" Emmanuel Lépine, de la CGT Chimie, dément la #propagande du régime #Macron, docilement relayée par les grands médias. #grève30décembre #réformedesretraites #FiersDeLaGrève via @LeMediaTV",pénuriedecarburant existe commence intensifier emmanuel lépine cgt chimie dément propagande régime macron docilement relayée grands médias grève30décembre réformedesretraites fiersdelagrève via,pénuriedecarburant exister commencer intensifier emmanuel lépine cgt chimie démentir propagande régime macron docilement relayer grand média grève30décembre réformedesretraites fiersdelagrève via
304,negatif,," @ManonAubryFr, sur le projet de #RéformeDesRetraites : ""Je suis pour une universalité, c'est un droit de nous toutes et nous tous à partir à la #retraite à 60 ans[...] Oui, il faut réformer mais une autre réforme est possible"". @Julie_Hammett #LaMatinaleLCI #FranceInsoumise",projet réformedesretraites universalité droit toutes tous partir retraite 60 ans oui faut réformer autre réforme possible lamatinalelci franceinsoumise,projet réformedesretraites universalité droit toute tout partir retraiter 60 an oui falloir réformer autre réformer possible lamatinalelci franceinsoumise
305,positif,,Bravo aux non grévistes. #cgt #reformedesretraites ils ont le sens du service public eux au moins. Pas du corporatisme.,bravo non grévistes cgt reformedesretraites sens service public moins corporatisme,bravo non gréviste cgt reformedesretraites sentir service public moins corporatisme
306,negatif,," @ManonAubryFr, sur le projet de #RéformeDesRetraites : ""J'ai compté : on en est à 9 concessions, 9 régimes spéciaux qui sont conservés. C'est bien la preuve que l'universalité n'a aucun sens"". @Julie_Hammett #LaMatinaleLCI #FranceInsoumise",projet réformedesretraites compté concessions régimes spéciaux conservés bien preuve universalité aucun sens lamatinalelci franceinsoumise,projet réformedesretraites compter concession régime spécial conserver bien preuve universalité aucun sentir lamatinalelci franceinsoumise
307,positif,," @Julie_Hammett: ""Les négociations"" autour de la #RéformeDesRetraites ""sont en cours.."" cc @Djebbari_JB. @ManonAubryFr: ""Ce n'était pas de la négociation pendant deux ans ! À quelles demandes de @lacgtcommunique le gouvernement a répondu ?"". #LaMatinaleLCI #FranceInsoumise",négociations autour réformedesretraites cours cc négociation pendant deux ans quelles demandes gouvernement répondu lamatinalelci franceinsoumise,négociation autour réformedesretraites courir cc négociation pendre deux an quel demander gouvernement répondre lamatinalelci franceinsoumise
308,negatif,,"Tout doucement et malgré les efforts des invités des #telestoutinfo, malgré les déclarations fracassantes de la #CGT, #SudRail et #FO, malgré les appels à la révolution de l'#extremegauche, la #greve contre la #reformedesretraites est en train de faire un flop ",tout doucement malgré efforts invités telestoutinfo malgré déclarations fracassantes cgt sudrail fo malgré appels révolution extremegauche greve contre reformedesretraites train faire flop,tout doucement malgré effort inviter telestoutinfo malgré déclaration fracassant cgt sudrail fo malgré appel révolution extremegauche greve contrer reformedesretraites train faire flop
309,positif,,Il est celui qui vole les gens pour donner aux riches #Macron #GiletsJaunes #Retraites #greve30decembre #reformedesretraites,celui vole gens donner riches macron giletsjaunes retraites greve30decembre reformedesretraites,celui voler gens donner riche macron giletsjaunes retraiter greve30decembre reformedesretraites
310,positif,,#reformedesretraites Contrairement aux #Médias français La presse américaine n'est pas optimiste sur le sort de #macron The Fury in France Could the latest round of strikes spell the beginning of the end for #Macron,reformedesretraites contrairement médias français presse américaine optimiste sort macron the fury in france could the latest round of strikes spell the beginning of the end for macron,reformedesretraites contrairement média français presser américain optimiste sortir macron the fury in france could the latest round of strikes spell the beginning of the end for macron
311,negatif,,"Samedi, Jérôme Rodrigues a été blessé à l’œil droit, déjà mutilé. Et à Asnières-sur-Seine, des soutiens de grévistes #RATP ont été brutalement délogés. #ViolencesPolicieres #GiletsJaunes #reformedesretraites http://bit.ly/2Q839PK",samedi jérôme rodrigues blessé œil droit déjà mutilé asnières seine soutiens grévistes ratp brutalement délogés violencespolicieres giletsjaunes reformedesretraites,samedi jérôme rodrigues blesser œil droit déjà mutiler asnières seine soutien gréviste ratp brutalement déloger violencespolicieres giletsjaunes reformedesretraites
312,negatif,,Découvrez le nouveau dossier ECF « Réforme des retraites : spoliation légale pour les experts-comptables et les commissaires aux comptes » https://bit.ly/2Q1W7KU #CAC #EC #ReformeDesRetraites,découvrez nouveau dossier ecf réforme retraites spoliation légale experts comptables commissaires comptes cac ec reformedesretraites,découvrir nouveau dossier ecf réformer retraiter spoliation légal expert comptable commissaire compter cac ec reformedesretraites
313,negatif,,#FiersDeLaGreve #retraite #Retraites #ReformeRetraites #reformedesretraites #macronie Retraites : violences médiatiques en continu contre les grévistes - Acrimed | Action Critique Médias,fiersdelagreve retraite retraites reformeretraites reformedesretraites macronie retraites violences médiatiques continu contre grévistes acrimed action critique médias,fiersdelagreve retraiter retraiter reformeretraites reformedesretraites macronie retraiter violence médiatique continu contrer gréviste acrimed action critiquer média
314,positif,,#grevegenerale #reformedesretraites #giletsjaunes bravo https://www.facebook.com/groups/277506326438568/permalink/772892790233250/?sfnsn=scwspmo,grevegenerale reformedesretraites giletsjaunes bravo,grevegenerale reformedesretraites giletsjaunes bravo
315,negatif,,Blocage d'un dépôt de bus RATP - Quelques tensions / Paris - France 30 d... https://youtu.be/LL5guYR7DGM #reformedesretraites #ReformeRetraite #CGT #SNCF #GiletsJaunes #greve30decembre,blocage dépôt bus ratp quelques tensions paris france 30 reformedesretraites reformeretraite cgt sncf giletsjaunes greve30decembre,blocage dépôt boire ratp quelque tension pari france 30 reformedesretraites reformeretraite cgt sncf giletsjaunes greve30decembre
316,positif,," Comme le soutien de la population ne faiblit pas ! la cagnotte "" le pot commun #CGT augmente ce qui prouve le soutien des Français contre la #reformedesretraites . #FiersDeLaGreve #RetraiteParPoints #GiletsJaunes #greve30decembre #France https://www.lepotcommun.fr/pot/solidarite-financiere",comme soutien population faiblit cagnotte pot commun cgt augmente prouve soutien français contre reformedesretraites fiersdelagreve retraiteparpoints giletsjaunes greve30decembre france,comme soutien population faiblir cagnotte pot commun cgt augmenter prouver soutien français contrer reformedesretraites fiersdelagreve retraiteparpoints giletsjaunes greve30decembre france
317,negatif,,Les faits me donnent raison : la #reformedesretraites n’a aucune autre raison qu’idéologique: servir les intérêts privés des fonds de pensions! Comme je l’exprimais ci dessous. Nous serons donc en grève du 3 au 6 et ce n’est qu’un début.,faits donnent raison reformedesretraites aucune autre raison idéologique servir intérêts privés fonds pensions comme exprimais ci dessous donc grève début,fait donner raison reformedesretraites aucun autre raison idéologique servir intérêt priver fondre pension comme exprimer ci dessous donc grever début
318,negatif,,"Une centaine de manifestants est réunie boulevard Georges-Chauvin cet après-midi à #Évreux, devant la préfecture, pour continuer à exiger le retrait de la #réformedesretraites. ",centaine manifestants réunie boulevard georges chauvin cet après midi évreux devant préfecture continuer exiger retrait réformedesretraites,centaine manifestant réunir boulevard georges chauvin ce après midi évreux devoir préfecture continuer exiger retraire réformedesretraites
