,polarity,date,tweet,tweet_processed,tweet_processed2
50,negatif,2019-12-06 00:01:41,"# convergencedesluttes pour les # retraites # mecontentement # profond du # peuple # français # vox_populi_vox_dei # delitimation # rejet de la # reformedesretraites e gouverment dit : # oui_mais, # non_car # marine_lepen -elle va # récupérer la # colére des # francais ?pic.twitter.com/m6betntizm",convergencedesluttes retraites mecontentement profond peuple français vox_populi_vox_dei delitimation rejet reformedesretraites gouverment dit oui_mais non_car marine_lepen va récupérer colére francais,"['convergencedesluttes', 'retraiter', 'mecontentement', 'profond', 'peupler', 'français', 'vox_populi_vox_dei', 'delitimation', 'rejet', 'reformedesretraites', 'gouverment', 'dire', 'oui_mais', 'non_car', 'marine_lepen', 'aller', 'récupérer', 'colére', 'francais']"
51,positif,2019-12-06 00:01:34,"macron ze t'aime troooop, ze peu avoir un autograf ? # cabarrus # reformedesretraites # grevedu6decembrepic.twitter.com/mhcb4dx34d",macron ze aime troooop ze peu avoir autograf cabarrus reformedesretraites grevedu6decembre,"['macron', 'ze', 'aimer', 'troooop', 'ze', 'peu', 'avoir', 'autograf', 'cabarrus', 'reformedesretraites', 'grevedu6decembre']"
52,positif,2019-12-06 00:01:31,on est sur un fil # réformedesretraites # conclusion # valp,fil réformedesretraites conclusion valp,"['fil', 'réformedesretraites', 'conclusion', 'valp']"
53,negatif,2019-12-06 00:00:13,bravo mais putain j’aime ma france # reformedesretraites # grevedu5decembre # paris # republique # manifestation # manif5decembre # grevegenerale # bravo # solidarite # ensembleshttps://twitter.com/legeneral00/status/1202664019095674880 …,bravo putain aime france reformedesretraites grevedu5decembre paris republique manifestation manif5decembre grevegenerale bravo solidarite ensembles,"['bravo', 'putain', 'aimer', 'france', 'reformedesretraites', 'grevedu5decembre', 'pari', 'republique', 'manifestation', 'manif5decembre', 'grevegenerale', 'bravo', 'solidarite', 'ensemble']"
54,negatif,2019-12-05 23:58:11,eh ça dit perssone on manifeste contre les violences policières là # spotifywrapped # 5decembre2019 # spotifywrapped2019 # reformedesretraites # sailtoeroda # manif5decembre # greve6decembre # nuitinfo # megustaghvip5d # pantone2020 # youtuberewind2019 # arsbha # visiteroda,eh ça dit perssone manifeste contre violences policières là spotifywrapped 5decembre2019 spotifywrapped2019 reformedesretraites sailtoeroda manif5decembre greve6decembre nuitinfo megustaghvip5d pantone2020 youtuberewind2019 arsbha visiteroda,"['eh', 'ça', 'dire', 'perssone', 'manifester', 'contrer', 'violence', 'policier', 'là', 'spotifywrapped', '5decembre2019', 'spotifywrapped2019', 'reformedesretraites', 'sailtoeroda', 'manif5decembre', 'greve6decembre', 'nuitinfo', 'megustaghvip5d', 'pantone2020', 'youtuberewind2019', 'arsbha', 'visiteroda']"
55,positif,2019-12-05 23:57:57,la tempête s'embrase dans le bleu du feu 5 décembre 2019 toulouse # 5decembre2019 # reformedesretraites # manif5decembre # toulouse # manifestation # crisesocial # giletsjaunes # grevedu6decembrepic.twitter.com/yulu5wxnkk,tempête embrase bleu feu décembre 2019 toulouse 5decembre2019 reformedesretraites manif5decembre toulouse manifestation crisesocial giletsjaunes grevedu6decembre,"['tempêter', 'embraser', 'bleu', 'feu', 'décembre', '2019', 'toulouse', '5decembre2019', 'reformedesretraites', 'manif5decembre', 'toulouse', 'manifestation', 'crisesocial', 'giletsjaunes', 'grevedu6decembre']"
56,positif,2019-12-05 23:57:38,@ franceinfo @ france2tv : euhhh...saint cricq est la porte parole de la cfdt ???!!! # valp # reformedesretraites,franceinfo france2tv euhhh saint cricq porte parole cfdt valp reformedesretraites,"['franceinfo', 'france2tv', 'euhhh', 'saint', 'cricq', 'porter', 'parole', 'cfdt', 'valp', 'reformedesretraites']"
57,negatif,2019-12-05 23:56:31,"# legendre # député # lrem déclarait ce matin sur # bfmtv nous irons jusqu'au bout de la # reformedesretraites, les # syndicats et # citoyens le savent. # grevedu5decembre # greve6decembre # 5decembre2019 # giletjaunes # giletsjaunehttps://twitter.com/bfmtv/status/1202638762209136640 …",legendre député lrem déclarait matin bfmtv irons jusqu bout reformedesretraites syndicats citoyens savent grevedu5decembre greve6decembre 5decembre2019 giletjaunes giletsjaune,"['legendre', 'députer', 'lrem', 'déclarer', 'matin', 'bfmtv', 'aller', 'jusqu', 'bouillir', 'reformedesretraites', 'syndicat', 'citoyen', 'savoir', 'grevedu5decembre', 'greve6decembre', '5decembre2019', 'giletjaunes', 'giletsjaune']"
58,negatif,2019-12-05 23:56:16,parce qu’il en avait seulement 40500 ? # questionconne # réformedesretraites https://twitter.com/le_parisien/status/1202693327159775248 …,parce seulement 40500 questionconne réformedesretraites,"['parce', 'seulement', '40500', 'questionconne', 'réformedesretraites']"
59,negatif,2019-12-05 23:55:14,"# reformedesretraites descends de ta lune, président macron. tu nous piqu' not' thune, avec tes pensions. crois pas qu'ça nous botte quand on s'ra tous vieux, d'vivre en pôv' culotte, d'mourir à p'tit feu... montbeliard, cette apm. pic.twitter.com/wvxkbjsvkb",reformedesretraites descends lune président macron piqu not thune pensions crois ça botte quand ra tous vieux vivre pôv culotte mourir tit feu montbeliard cette apm,"['reformedesretraites', 'descendre', 'lune', 'présider', 'macron', 'piqu', 'not', 'thune', 'pension', 'croire', 'ça', 'botter', 'quand', 'ra', 'tout', 'vieux', 'vivre', 'pôv', 'culotter', 'mourir', 'tit', 'feu', 'montbeliard', 'ce', 'apm']"
60,negatif,2019-12-05 23:54:36,# reformedesretraites : une reforme imposée par bruxelles? # macron au pied du murhttps://mobile.francetvinfo.fr/economie/retraite/reforme-des-retraites/reforme-des-retraites-l-ue-encourage-macron-qui-sera-fragilise-en-cas-d-echec_3731729.amp?__twitter_impression=true …,reformedesretraites reforme imposée bruxelles macron pied mur,"['reformedesretraites', 'reformer', 'imposer', 'bruxelles', 'macron', 'pied', 'mur']"
61,negatif,2019-12-05 23:54:12,il y a une erreur je me permets de corriger l'action des # fdo et de sécurité à permis de maintenir l'ordre d'une dictature et de dissuader des milliers de gens à se déplacer par peur. # 5decembre2019 # reformedesretraites # greve6decembre # manif5decembre,erreur permets corriger action fdo sécurité permis maintenir ordre dictature dissuader milliers gens déplacer peur 5decembre2019 reformedesretraites greve6decembre manif5decembre,"['erreur', 'permettre', 'corriger', 'action', 'fdo', 'sécurité', 'permettre', 'maintenir', 'ordre', 'dictature', 'dissuader', 'millier', 'gens', 'déplacer', 'peur', '5decembre2019', 'reformedesretraites', 'greve6decembre', 'manif5decembre']"
62,negatif,2019-12-05 23:53:07,"# gdarmanin nous a chanté # trompette, # macron sait d'avance que # lrem perdra les # municipales et que les # lescarrottes sont cuites pour # macron2022 et n'ayant rien à perdre ni # rien à gagner # macron # reformedesretraites avec # brutalité c'est un # mécontentement # profondpic.twitter.com/u15alvthhi",gdarmanin chanté trompette macron sait avance lrem perdra municipales lescarrottes cuites macron2022 rien perdre ni rien gagner macron reformedesretraites brutalité mécontentement profond,"['gdarmanin', 'chanter', 'trompeter', 'macron', 'savoir', 'avancer', 'lrem', 'perdre', 'municipal', 'lescarrottes', 'cuite', 'macron2022', 'rien', 'perdre', 'ni', 'rien', 'gagner', 'macron', 'reformedesretraites', 'brutalité', 'mécontentement', 'profond']"
63,positif,2019-12-05 23:52:49,une nouveauté tous les jours !!! # pitoyable # stopdenousenfumer # 5decembre # reformedesretraites # greve6decembre,nouveauté tous jours pitoyable stopdenousenfumer 5decembre reformedesretraites greve6decembre,"['nouveauté', 'tout', 'jour', 'pitoyable', 'stopdenousenfumer', '5decembre', 'reformedesretraites', 'greve6decembre']"
64,negatif,2019-12-05 23:52:40,"# reformedesretraites valeur d’acquisition d’1 point=10 € cotisés valeur de service d’1 point=0,55 € de retraite chaque année pendant toute la durée de retraite. le taux des cotisations servant à l'acquisition des points est de 25,31% (patronales et salariales).",reformedesretraites valeur acquisition point 10 cotisés valeur service point 55 retraite chaque année pendant toute durée retraite taux cotisations servant acquisition points 25 31 patronales salariales,"['reformedesretraites', 'valeur', 'acquisition', 'poindre', '10', 'cotiser', 'valeur', 'service', 'poindre', '55', 'retraiter', 'chaque', 'année', 'pendre', 'tout', 'durer', 'retraiter', 'taux', 'cotisation', 'servir', 'acquisition', 'point', '25', '31', 'patronal', 'salarial']"
65,negatif,2019-12-05 23:52:02,on a mangé des lacrymos en direct sur notre cortège mais on est bien allé au bout et demain on continue ! # 5decembre2019 # reformedesretraites # greve6decembrepic.twitter.com/dbxvulyoq7,mangé lacrymos direct cortège bien allé bout demain continue 5decembre2019 reformedesretraites greve6decembre,"['manger', 'lacrymos', 'direct', 'cortège', 'bien', 'aller', 'bouillir', 'demain', 'continuer', '5decembre2019', 'reformedesretraites', 'greve6decembre']"
66,negatif,2019-12-05 23:51:45,réforme des retraites 8 à 10 mille manifestants dans les rues de metz ... http://motodunjour.over-blog.com/2019/12/reforme-des-retraites-8-a-10-mille-manifestants-dans-les-rues-de-metz-en-images.html … # réformedesretraites # manifestation # metz,réforme retraites 10 mille manifestants rues metz réformedesretraites manifestation metz,"['réformer', 'retraiter', '10', 'mille', 'manifestant', 'ruer', 'metz', 'réformedesretraites', 'manifestation', 'metz']"
67,negatif,2019-12-05 23:51:14,a toutes celles et ceux qui opposent # écologie et # social # 5decembre2019 # reformedesretraites # grevedu5decembre # greve # bordeauxpic.twitter.com/vewjyg9jko,toutes celles ceux opposent écologie social 5decembre2019 reformedesretraites grevedu5decembre greve bordeaux,"['toute', 'celui', 'celui', 'opposer', 'écologie', 'social', '5decembre2019', 'reformedesretraites', 'grevedu5decembre', 'greve', 'bordeaux']"
68,negatif,2019-12-05 23:51:01,# reformedesretraites grrr,reformedesretraites grrr,"['reformedesretraites', 'grrr']"
69,positif,2019-12-05 23:49:52,vidéo de @ fautsledire spécial # 5decembre2019 disponible demain ! # fld # reformedesretraites # manif5decembrepic.twitter.com/znfkglxzdd,vidéo fautsledire spécial 5decembre2019 disponible demain fld reformedesretraites manif5decembre,"['vidéo', 'fautsledire', 'spécial', '5decembre2019', 'disponible', 'demain', 'fld', 'reformedesretraites', 'manif5decembre']"
70,negatif,2019-12-05 23:49:09,j'ai fait un exposé sur le # reformedesretraites en répondant à un tweet de @ zohrabitan et apparemment tous mes tweets sont bloqués. donc venez vous instruire directement sur mon profil @ wild__h,fait exposé reformedesretraites répondant tweet zohrabitan apparemment tous tweets bloqués donc venez instruire directement profil wild__h,"['faire', 'exposer', 'reformedesretraites', 'répondre', 'tweet', 'zohrabitan', 'apparemment', 'tout', 'tweets', 'bloquer', 'donc', 'venir', 'instruire', 'directement', 'profil', 'wild__h']"
71,negatif,2019-12-05 23:49:07,"@ valp le pouvoir de conviction de @ gdarmanin et @ sibethndiaye hérauts de la # reformedesretraites s'est soldé par un gros bide ! mal barré pour sauver le soldat # macron, la fin de règne du # monarque approche !https://twitter.com/valp/status/1202717566789128192 …",valp pouvoir conviction gdarmanin sibethndiaye hérauts reformedesretraites soldé gros bide mal barré sauver soldat macron fin règne monarque approche,"['valp', 'pouvoir', 'conviction', 'gdarmanin', 'sibethndiaye', 'héraut', 'reformedesretraites', 'solder', 'gros', 'bide', 'mal', 'barrer', 'sauver', 'soldat', 'macron', 'fin', 'régner', 'monarque', 'approcher']"
72,negatif,2019-12-05 23:48:15,@ valp : saint cricq dehors !!! ras le bol de cette journaliste avec son parti pris ! cette bonne femme transpire la malhonnêteté intellectuelle !!! # valp # reformedesretraites,valp saint cricq dehors ras bol cette journaliste parti pris cette bonne femme transpire malhonnêteté intellectuelle valp reformedesretraites,"['valp', 'saint', 'cricq', 'dehors', 'ras', 'bol', 'ce', 'journaliste', 'partir', 'prendre', 'ce', 'bon', 'femme', 'transpirer', 'malhonnêteté', 'intellectuel', 'valp', 'reformedesretraites']"
73,negatif,2019-12-05 23:48:01,80 % des personnes interrogées pensent que l’action d’emmanuel macron n’a pas permis d’améliorer leur situation personnelle # macron # trump # strike # france # reformedesretraites # reformeretraites # retraites # grevegenerale # giletsjaunes # greve # france2https://www.lemonde.fr/idees/article/2019/12/03/luc-rouban-le-macronisme-ne-comprend-pas-le-conflit_6021430_3232.html …,80 personnes interrogées pensent action emmanuel macron permis améliorer situation personnelle macron trump strike france reformedesretraites reformeretraites retraites grevegenerale giletsjaunes greve france2,"['80', 'personne', 'interroger', 'penser', 'action', 'emmanuel', 'macron', 'permettre', 'améliorer', 'situation', 'personnel', 'macron', 'trump', 'strike', 'france', 'reformedesretraites', 'reformeretraites', 'retraiter', 'grevegenerale', 'giletsjaunes', 'greve', 'france2']"
74,negatif,2019-12-05 23:47:30,1 500 000 # manifestants dans toute la # france en # grevegenerale contre # macron et la # reformedesretraites ! c'est un chiffre historique ! bravo aux # travailleurs et vive la # grève ! https://www.youtube.com/watch?v=jporzehy2xk …,500 000 manifestants toute france grevegenerale contre macron reformedesretraites chiffre historique bravo travailleurs vive grève,"['500', '000', 'manifestant', 'tout', 'france', 'grevegenerale', 'contrer', 'macron', 'reformedesretraites', 'chiffrer', 'historique', 'bravo', 'travailleur', 'vivre', 'grever']"
75,positif,2019-12-05 23:47:18,la vraie marche ! # reformedesretraites # 5decembre2019 # manif5decembre # greve5decembre # macronhttps://twitter.com/libe/status/1202684290582142976 …,vraie marche reformedesretraites 5decembre2019 manif5decembre greve5decembre macron,"['vrai', 'marcher', 'reformedesretraites', '5decembre2019', 'manif5decembre', 'greve5decembre', 'macron']"
76,negatif,2019-12-05 23:47:14,mobilisé avec les écologistes et la gauche ce matin contre une réforme des retraites injuste ! # solidarités # greve # engreve # 5decembre2019 # reformedesretraites # manif5decembre # retraite @ villedebegles # beglespic.twitter.com/erkqvvcnqa,mobilisé écologistes gauche matin contre réforme retraites injuste solidarités greve engreve 5decembre2019 reformedesretraites manif5decembre retraite villedebegles begles,"['mobiliser', 'écologiste', 'gauche', 'matin', 'contrer', 'réformer', 'retraiter', 'injuste', 'solidarité', 'greve', 'engreve', '5decembre2019', 'reformedesretraites', 'manif5decembre', 'retraiter', 'villedebegles', 'begles']"
77,negatif,2019-12-05 23:45:43,un nouveau # journsliste blessé grillevement à l'oeil aujourd'hui par une # grenade lancé par les # fdo lors des manifestations contre la # reformedesretraites # violencepolicière # amnesty # grevedu5decembre # ldh # greve6decembre # giletjauneshttps://twitter.com/rec_collectif/status/1202707547838439424 …,nouveau journsliste blessé grillevement oeil aujourd hui grenade lancé fdo lors manifestations contre reformedesretraites violencepolicière amnesty grevedu5decembre ldh greve6decembre giletjaunes,"['nouveau', 'journsliste', 'blesser', 'grillevement', 'oeil', 'aujourd', 'hui', 'grenade', 'lancer', 'fdo', 'lors', 'manifestation', 'contrer', 'reformedesretraites', 'violencepolicière', 'amnesty', 'grevedu5decembre', 'ldh', 'greve6decembre', 'giletjaunes']"
78,negatif,2019-12-05 23:45:28,j’ai qu’un seul truc à vous dire... mohamed henni président ! # 5decembre2019 # greve6decembre # momopresident # reformedesretraites pic.twitter.com/egzjqomuue,seul truc dire mohamed henni président 5decembre2019 greve6decembre momopresident reformedesretraites,"['seul', 'truc', 'dire', 'mohamed', 'hennir', 'présider', '5decembre2019', 'greve6decembre', 'momopresident', 'reformedesretraites']"
79,negatif,2019-12-05 23:45:04,si il me trouve un employeur qui paye un jour de grève je signe desuite !! # reformedesretraites # grevereconductiblele5 # 5decembre2019https://twitter.com/gechanut/status/1202700003812265998 …,si trouve employeur paye jour grève signe desuite reformedesretraites grevereconductiblele5 5decembre2019,"['si', 'trouver', 'employeur', 'payer', 'jour', 'grever', 'signer', 'desuite', 'reformedesretraites', 'grevereconductiblele5', '5decembre2019']"
80,positif,2019-12-05 23:44:24,@ valp : aaahhhh la porte parole de la cfdt cette chère saint cricq.... # valp # reformedesretraites,valp aaahhhh porte parole cfdt cette chère saint cricq valp reformedesretraites,"['valp', 'aaahhhh', 'porter', 'parole', 'cfdt', 'ce', 'cher', 'saint', 'cricq', 'valp', 'reformedesretraites']"
81,positif,2019-12-05 23:44:22,"""certains conducteurs sont prêts à aller jusqu'au 31 décembre... le mouvement va s'intensifier."" # greve # grevedu5decembre # grevereconductiblele5 # reformedesretraites https://twitter.com/franceinfo/status/1202649838526926848 …",certains conducteurs prêts aller jusqu 31 décembre mouvement va intensifier greve grevedu5decembre grevereconductiblele5 reformedesretraites,"['certain', 'conducteur', 'prêt', 'aller', 'jusqu', '31', 'décembre', 'mouvement', 'aller', 'intensifier', 'greve', 'grevedu5decembre', 'grevereconductiblele5', 'reformedesretraites']"
82,negatif,2019-12-05 23:42:59,@ valp : dumontet le suceur de boules de la macronie....et malhonnête qui plus est # valp # reformedesretraites,valp dumontet suceur boules macronie malhonnête plus valp reformedesretraites,"['valp', 'dumontet', 'suceur', 'bouler', 'macronie', 'malhonnête', 'plaire', 'valp', 'reformedesretraites']"
83,negatif,2019-12-05 23:39:41,encore un régime spécial chez les sénateurs qu’il ne souhaite pas réformer ! un comble ... # balancetonpost # reformedesretraites https://twitter.com/brevesdepresse/status/1202704257520152576 …,encore régime spécial chez sénateurs souhaite réformer comble balancetonpost reformedesretraites,"['encore', 'régime', 'spécial', 'chez', 'sénateur', 'souhaiter', 'réformer', 'combler', 'balancetonpost', 'reformedesretraites']"
84,negatif,2019-12-05 23:38:25,il a le sens de la formule @ faureolivier la mobilisation était aussi exceptionnelle que son score aux élections européennes # quandçaveutpas # réformedesretraites # lesfaitshttps://twitter.com/faureolivier/status/1202672291169128449 …,sens formule faureolivier mobilisation aussi exceptionnelle score élections européennes quandçaveutpas réformedesretraites lesfaits,"['sentir', 'formuler', 'faureolivier', 'mobilisation', 'aussi', 'exceptionnel', 'score', 'élection', 'européen', 'quandçaveutpas', 'réformedesretraites', 'lesfaits']"
85,positif,2019-12-05 23:37:44,ha donc il y avait aussi un débat sur @ france2tv ? 2 salles/2 ambiances @ cyrilhanouna # greve6decembre # 5decembre2019 # reformedesretraites # valp,ha donc aussi débat france2tv salles ambiances cyrilhanouna greve6decembre 5decembre2019 reformedesretraites valp,"['ha', 'donc', 'aussi', 'débattre', 'france2tv', 'salle', 'ambiance', 'cyrilhanouna', 'greve6decembre', '5decembre2019', 'reformedesretraites', 'valp']"
86,positif,2019-12-05 23:37:33,ben tiens ... etonnant non ? l exercice de com de la # macronie n a plus d effet # grevedu5decembre # grevegenerale # reformedesretraites https://twitter.com/bfmtv/status/1202717869349490689 …,ben tiens etonnant non exercice com macronie plus effet grevedu5decembre grevegenerale reformedesretraites,"['ben', 'tien', 'etonnant', 'non', 'exercice', 'com', 'macronie', 'plaire', 'effet', 'grevedu5decembre', 'grevegenerale', 'reformedesretraites']"
87,negatif,2019-12-05 23:36:55,au défilé ce jour avec # olivierfaure pour défendre un système de retraite juste pour tous # grevedu5decembre # reformedesretraites # 5decembreonarrive # pspic.twitter.com/ykrjm3ribg,défilé jour olivierfaure défendre système retraite juste tous grevedu5decembre reformedesretraites 5decembreonarrive ps,"['défiler', 'jour', 'olivierfaure', 'défendre', 'système', 'retraiter', 'juste', 'tout', 'grevedu5decembre', 'reformedesretraites', '5decembreonarrive', 'ps']"
88,positif,2019-12-05 23:36:39,# valp : sondage révélateur sur le bien fondé de la # reformedesretraites de # macron un # nouveaumonde de bisounours # enmarche puisqu'on vous le dit ! https://twitter.com/valp/status/1202711942231724032 …,valp sondage révélateur bien fondé reformedesretraites macron nouveaumonde bisounours enmarche puisqu dit,"['valp', 'sondage', 'révélateur', 'bien', 'fonder', 'reformedesretraites', 'macron', 'nouveaumonde', 'bisounours', 'enmarche', 'puisqu', 'dire']"
89,positif,2019-12-05 23:35:14,# réformedesretraites : ces 24 milliards qui résoudraient le # déficit une fois pour toutes https://www.marianne.net/economie/reforme-des-retraites-ces-24-milliards-qui-resoudraient-le-deficit-une-fois-pour-toutes?_ope=eyjndwlkijoizmu3mwi4owizntc0nwuwndbjmzkzmmm4owqwmdy1nwiifq%3d%3d … via @ mariannelemag,réformedesretraites 24 milliards résoudraient déficit fois toutes via mariannelemag,"['réformedesretraites', '24', 'milliard', 'résoudre', 'déficit', 'foi', 'toute', 'via', 'mariannelemag']"
90,positif,2019-12-05 23:34:27,تصاوير اعتراضات گسترده ضد رياضتى و ضد نوليبرالى، امروز در فرانسه. # grèvedu5décembre # 5décembre # onbloquetout # giletsjaunes # paris # reformeretraites # reformedesretraites https://twitter.com/giletsjaunesgo/status/1202645129514893313 …,تصاوير اعتراضات گسترده ضد رياضتى ضد نوليبرالى امروز در فرانسه grèvedu5décembre 5décembre onbloquetout giletsjaunes paris reformeretraites reformedesretraites,"['تصاوير', 'اعتراضات', 'گسترده', 'ضد', 'رياضتى', 'ضد', 'نوليبرالى', 'امروز', 'در', 'فرانسه', 'grèvedu5décembre', '5décembre', 'onbloquetout', 'giletsjaunes', 'pari', 'reformeretraites', 'reformedesretraites']"
91,negatif,2019-12-05 23:31:01,tout le monde à la larme à l oeil avec ce patron de laguiole qui assure le service après vente du @ gouvernementfr après la mobilisation historique de plus d un million personnes contre la # reformedesretraites. faut le comprendre : qui va offrir ses coutelards à noël ? # valp,tout monde larme oeil patron laguiole assure service après vente gouvernementfr après mobilisation historique plus million personnes contre reformedesretraites faut comprendre va offrir coutelards noël valp,"['tout', 'monder', 'larme', 'oeil', 'patron', 'laguiole', 'assurer', 'service', 'après', 'venter', 'gouvernementfr', 'après', 'mobilisation', 'historique', 'plaire', 'million', 'personne', 'contrer', 'reformedesretraites', 'falloir', 'comprendre', 'aller', 'offrir', 'coutelards', 'noël', 'valp']"
92,positif,2019-12-05 23:28:31,autant dire très peu de monde quand on a la prétention d’appelerça # grèvegénérale # quandçaveutpas # réformedesretraites https://twitter.com/le_parisien/status/1202654934753300486 …,autant dire très peu monde quand prétention appelerça grèvegénérale quandçaveutpas réformedesretraites,"['autant', 'dire', 'très', 'peu', 'monder', 'quand', 'prétention', 'appelerça', 'grèvegénérale', 'quandçaveutpas', 'réformedesretraites']"
93,negatif,2019-12-05 23:26:46,# reformedesretraites pic.twitter.com/cuk4ouvg1w,reformedesretraites,['reformedesretraites']
94,negatif,2019-12-05 23:25:31,c'est le chiffre qui semble le plus se rapprocher de la réalité de la manifestation du # 5décembre. # reformedesretraites https://twitter.com/lenombrejaune/status/1202636997485060096 …,chiffre semble plus rapprocher réalité manifestation 5décembre reformedesretraites,"['chiffrer', 'sembler', 'plaire', 'rapprocher', 'réalité', 'manifestation', '5décembre', 'reformedesretraites']"
95,positif,2019-12-05 23:21:01,# grevedu5decembre : «les gens ont bien compris que la # reformedesretraites allait concerner tout le monde» @ liemhoangngoc https://youtu.be/xytjdhlzjkk pic.twitter.com/0tcmpbjwck,grevedu5decembre gens bien compris reformedesretraites allait concerner tout monde liemhoangngoc,"['grevedu5decembre', 'gens', 'bien', 'comprendre', 'reformedesretraites', 'aller', 'concerner', 'tout', 'monder', 'liemhoangngoc']"
96,positif,2019-12-05 23:19:26,en bref... au théâtre ce soir ... les dialogues sont de # larem # enmarche pour tailler des costumes aux français par le biais de la # reformedesretraites # valp ... # onestmal,bref théâtre soir dialogues larem enmarche tailler costumes français biais reformedesretraites valp onestmal,"['bref', 'théâtre', 'soir', 'dialoguer', 'larem', 'enmarche', 'tailler', 'costumer', 'français', 'biais', 'reformedesretraites', 'valp', 'onestmal']"
97,negatif,2019-12-05 23:18:01,"pas pour eux-mêmes, et plus, ses intouchables ne produisent : aucune richesse en france et leur métier : brasser l’air 24h/24 durant un quinquennat. # vousavezlaparole # france2 # 5decembre2019 # reformedesretraites",mêmes plus intouchables produisent aucune richesse france métier brasser air 24h 24 durant quinquennat vousavezlaparole france2 5decembre2019 reformedesretraites,"['même', 'plaire', 'intouchable', 'produire', 'aucun', 'richesse', 'france', 'métier', 'brasser', 'air', '24h', '24', 'durer', 'quinquennat', 'vousavezlaparole', 'france2', '5decembre2019', 'reformedesretraites']"
98,negatif,2019-12-05 23:16:43,"mme @ laetitiaavia, auriez-vous un petit commentaire ? s'il vous plaît, éclairez-nous de vos lumières ! l'avocate que vous êtes ne peut se taire devant de tels comportements de policiers ! # violencespolicieres # grevegenerale # reformedesretraites # retraiteshttps://twitter.com/nnoman1/status/1202687735879884800 …",mme laetitiaavia petit commentaire plaît éclairez lumières avocate peut taire devant tels comportements policiers violencespolicieres grevegenerale reformedesretraites retraites,"['mme', 'laetitiaavia', 'petit', 'commentaire', 'plaire', 'éclairer', 'lumière', 'avocat', 'pouvoir', 'taire', 'devoir', 'tel', 'comportement', 'policier', 'violencespolicieres', 'grevegenerale', 'reformedesretraites', 'retraiter']"
99,negatif,2019-12-05 23:12:46,on manifeste sous toutes les latitudes contre la réforme des retraites. # tahiti # stylosrouges # 5decembre # 5decembre2019 # retraites # retraites # reformedesretraites # greve # manifestationpic.twitter.com/g65p4ntoiz,manifeste sous toutes latitudes contre réforme retraites tahiti stylosrouges 5decembre 5decembre2019 retraites retraites reformedesretraites greve manifestation,"['manifester', 'sou', 'toute', 'latitude', 'contrer', 'réformer', 'retraiter', 'tahiti', 'stylosrouges', '5decembre', '5decembre2019', 'retraiter', 'retraiter', 'reformedesretraites', 'greve', 'manifestation']"
100,negatif,,,,[]
