,polarity,date,tweet,tweet_processed,tweet_processed2
1319,,2019-12-29 10:17:51+00:00,Champion du monde ce député ? #greves #GiletsJaunes #reformedesretraites #bregancon #JoyeuxNoel,champion monde député greves giletsjaunes reformedesretraites bregancon joyeuxnoel,champion mond députer grev giletsjaune reformedesretraite bregancon joyeuxnoel
1320,,2019-12-29 10:17:27+00:00,"Le 31 décembre, allez vous regarder l'allocution du Président de la république ? #reformedesretraites #greve",31 décembre allez regarder l'allocution président république reformedesretraites greve,31 décembre aller regarder le allocution présider républiqu reformedesretraiter grev
1321,,2019-12-29 10:17:17+00:00,@Djebbari_JB et les salariés du privé pas dupes du hold-up .... Reformez juste les régimes spéciaux ... au lieu de lâcher sur tout ... de toute façon vous verrez la réaction aux municipales... #greves #GiletsJaunes #reformedesretraites #bregancon #JoyeuxNoel,djebbari_jb salariés privé dupes hold-up ... reformez juste régimes spéciaux ... lieu lâcher tout ... toute façon verrez réaction municipales ... greves giletsjaunes reformedesretraites bregancon joyeuxnoel,djebbari_jb salarié privé dupe hold-up ... reformer juste régime spécial ... lieu lâcher tout ... tout façon voir réaction municipal ... grev giletsjaune reformedesretraite bregancon joyeuxnoel
1322,,2019-12-29 10:16:26+00:00,Pas de tout d’accord avec la grève dex danseurs de l’opéra ! Pourquoi? On me dit qu’ils partent à la retraite à 42 ans. Pénibilité et impossibilité de danser après 42 a? Soit. Mais ils peuvent donner des cours aux enfants d’école sur la danse ballet arts non? #reformedesretraites ,tout accord grève dex danseurs opéra pourquoi dit partent retraite 42 ans pénibilité impossibilité danser après 42 peuvent donner cours enfants école danse ballet arts non reformedesretraites,tout accord grever dex danseur opérer pourquoi dire partir retraire 42 an pénibilité impossibilité danser après 42 pouvoir donner courir enfant école danser ballet art non reformedesretraiter
1323,,2019-12-29 10:15:26+00:00,RÉFORME DES RETRAITES de MACRON Fin des régimes spéciaux ? Certains vont garder leur régime très spécial #reformedesretraites @J_Rodrigues_Off @gerardfiloche @collCartonJaune #GiletsJaunes @GiletsJaunesGo @BFMTV @CNEWS @davduf,réforme retraites macron fin régimes spéciaux certains vont garder régime très spécial reformedesretraites j_rodrigues_off gerardfiloche collcartonjaune giletsjaunes giletsjaunesgo bfmtv cnews davduf,réformer retrait macron fin régime spécial certain aller garder régime très spécial reformedesretraiter j_rodrigues_off gerardfiloche collcartonjaune giletsjaunes giletsjaunesgo bfmtv cnew davduf
1324,,2019-12-29 10:14:57+00:00,L’arnaque à 72M d’euro macron nous entube les médias faites votre taf #réformedesretraites ⁦@AnasseKazib⁩ ⁦@GG_RMC⁩ ⁦@BFMTV⁩ ⁦@cgtcheminots⁩ ⁦@lacgtcommunique⁩ ⁦@CFDT⁩ ⁦@CfdtBerger⁩ ⁦@CGTCadresTechs⁩ ⁦⁦,arnaque 72m euro macron entube médias faites taf réformedesretraites anassekazib⁩ gg_rmc⁩ bfmtv⁩ cgtcheminots⁩ lacgtcommunique⁩ cfdt⁩ cfdtberger⁩ cgtcadrestechs⁩ ⁦⁦,arnaqu 72 m euro macron entub média fait taf réformedesretraiter anassekazib⁩ gg_rmc⁩ bfmtv⁩ cgtcheminots⁩ lacgtcommunique⁩ cfdt⁩ cfdtberger⁩ cgtcadrestechs⁩ ⁦⁦
1325,,2019-12-29 10:14:51+00:00,J'arrive à #Paris ... avec une grosse valise... Si môssieur #Martinez peut m'envoyer une voiture avec chauffeur je suis preneur !!! #Ratp #sncf #retraites #regimesspeciaux #reformedesretraites,j'arrive paris ... grosse valise ... si môssieur martinez peut m'envoyer voiture chauffeur preneur ratp sncf retraites regimesspeciaux reformedesretraites,il arriver pari ... gros valise ... si môssieur martiner pouvoir se envoyer voiturer chauffeur preneur ratp sncf retrait regimesspeciaux reformedesretrait
1326,,2019-12-29 10:13:52+00:00,"""Nous ne pouvons pas être la génération qui aura sacrifié les suivantes"" C'est compris @EPhilippePM ? Force et honneur à #OperaDeParis ! #reformedesretraites #GreveGenerale",`` pouvons être génération sacrifié suivantes '' c'est compris ephilippepm force honneur operadeparis reformedesretraites grevegenerale,`` pouvon être génération sacrifier suivant '' ce être comprendre ephilippepm forc honneur operadeparis reformedesretraite grevegeneral
1327,,2019-12-29 10:13:45+00:00,"La plus grande #FakeNews de cette année. En 2020,Macron et LREM peuvent toujours compter sur BFMTV . #GiletsJaunes #retraite #Retraites #reformedesretraites #greve29decembre",plus grande fakenews cette année 2020 macron lrem peuvent toujours compter bfmtv giletsjaunes retraite retraites reformedesretraites greve29decembre,plaire grand fakenews ce année 2020 macron lrem pouvoir toujours compter bfmtv giletsjauner retraiter retrait reformedesretraite greve29decembre
1328,,2019-12-29 10:13:37+00:00,Le gouvernement prend les #agriculteurs en exemple pour leurs #reformedesretraites. L agriculteur c est le travailleur idéal pour les macronistes Payer 350€ par mois Compte pas ses heures Il paye ses charges Bien pour le récompensé ils se sont dit donnons 1000€ à la retraite.,gouvernement prend agriculteurs exemple leurs reformedesretraites agriculteur travailleur idéal macronistes payer 350€ mois compte heures paye charges bien récompensé dit donnons 1000€ retraite,gouvernement prendre agriculteur exemple leur reformedesretraite agriculteur travailleur idéal macronistes payer 350 € mois compter heure pay charge bien récompenser dire donner 1000 € retraire
1329,,2019-12-29 10:12:52+00:00,Le secrétaire d’Etat aux Transports @Djebbari_JB est la révélation de ce @gouvernementFR. Ultra compétent dans ses dossiers et surtout vrai politique (cela manquait). Un atout indiscutable pour @EPhilippePM et @EmmanuelMacron pour défendre la #reformedesretraites ,secrétaire etat transports djebbari_jb révélation gouvernementfr ultra compétent dossiers surtout vrai politique cela manquait atout indiscutable ephilippepm emmanuelmacron défendre reformedesretraites,secrétaire etat transport djebbari_jb révélation gouvernementfr ultrer compétent dossier surtout vrai politique celer manquer atout indiscutable ephilippepm emmanuelmacron défendre reformedesretraite
1330,,2019-12-29 10:12:19+00:00,Et si on commençait par revoir les subventions à ce genre d'organisme ? #reformedesretraites ,si commençait revoir subventions genre d'organisme reformedesretraites,si commencer revoir subvention genre de organisme reformedesretraiter
1331,,2019-12-29 10:11:45+00:00, Inquiétant. Amateurisme. Depuis le #Delevoye à été exfiltré... #reformedesretraites ,inquiétant amateurisme depuis delevoye exfiltré ... reformedesretraites,inquiéter amateurisme depuis delevoye exfiltrer ... reformedesretraite
1332,,2019-12-29 10:11:20+00:00,"#Solidarités ... contre #Macron, contre la #reformedesretraites, contre les financiers et pour toutes les générations. ",solidarités ... contre macron contre reformedesretraites contre financiers toutes générations,solidariter ... contrer macron contrer reformedesretraite contrer financier tout génération
1333,,2019-12-29 10:11:13+00:00,"Un coup de bluff oui. Jusqu'à maintenant, aucun budget n'a été publié. Depuis quand tous ces éditorialistes présentent une réforme sans clamer ""mais combien ça coûte ?"". #ReformeRetraites #reformedesretraites",coup bluff oui jusqu maintenant aucun budget publié depuis quand tous éditorialistes présentent réforme sans clamer `` combien ça coûte '' reformeretraites reformedesretraites,coup bluff oui jusqu maintenir aucun budget publier depuis quand tou éditorialiste présenter réformer sans clamer `` combien ça coûter '' reformeretrait reformedesretraite
1334,,2019-12-29 10:10:21+00:00,Les regimes speciaux ne sont aucunement un problème pour la #sncf ! La preuve ! #france #reformedesretraites #Retraites #giletsjaunes #greve,regimes speciaux aucunement problème sncf preuve france reformedesretraites retraites giletsjaunes greve,regime speciaux aucunement problème sncf preuve france reformedesretraiter retrait giletsjauner grev
1335,,2019-12-29 10:10:19+00:00,"#Macron le dit : sa #reformedesretraites est une réforme qui s'appuie sur l'universalité ... Sauf pour les #policiers, #gendarmes, #militaires, pilote de ligne, personnel navigant, marins pêcheurs, sénateurs ... Mais il le dit, c'est universel ... SAUF POUR ...",macron dit reformedesretraites réforme s'appuie l'universalité ... sauf policiers gendarmes militaires pilote ligne personnel navigant marins pêcheurs sénateurs ... dit c'est universel ... sauf ...,macron dire reformedesretraiter réformer si appuyer le universalité ... sauf romanpolicier gendarme militaire piloter ligne personnel naviger marin pêcheur sénateur ... dire ce être universel ... sauf ...
1336,,2019-12-29 10:09:24+00:00,Merci aux #grevistes ! Merci à eux de résister ! Soutenez-les en donnant aux caisses de grève ! #CaisseDeGreve #greve29decembre #reformedesretraites #Retraites #OperaDeParis #SNCF #RATP,merci grevistes merci résister soutenez-les donnant caisses grève caissedegreve greve29decembre reformedesretraites retraites operadeparis sncf ratp,merci grevist merci résister soutenir - le donner caisse grever caissedegreve greve29decembre reformedesretraite retrait operadeparis sncf ratp
1337,,2019-12-29 10:09:16+00:00,Ben avec 14 lignes de métro fermées sur 16 la gastro entérite va avoir du mal #TousEnsemble contre la #reformedesretraites ,ben 14 lignes métro fermées 16 gastro entérite va avoir mal tousensemble contre reformedesretraites,ben 14 ligne métro fermer 16 gastro entérite aller avoir mal tousensembl contrer reformedesretraite
1338,,2019-12-29 10:09:15+00:00,Je ne regarde plus @bfmtv mais @cnews .... On se détend #GiletsJaunes #greves #reformedesretraites #ReformeRetraites #Bregancon,regarde plus bfmtv cnews ... détend giletsjaunes greves reformedesretraites reformeretraites bregancon,regarder plaire bfmtv cnew ... détendre giletsjaun grev reformedesretraite reformeretrait bregancon
1339,,2019-12-29 10:08:31+00:00,#GiletsJaunes #greve29decembre #reformedesretraites un artiste en manque de subvention ? ,giletsjaunes greve29decembre reformedesretraites artiste manque subvention,giletsjaune greve29decembre reformedesretraite artiste manqu subvention
1340,,2019-12-29 10:08:23+00:00,Depuis quelques jours les opposants à la réforme des retraites continuent de demander le retrait. Ils demandent aussi de participer à la construction d’une réforme plus juste. @EmmanuelMacron vous devriez les écouter. #reformedesretraites,depuis quelques jours opposants réforme retraites continuent demander retrait demandent aussi participer construction réforme plus juste emmanuelmacron devriez écouter reformedesretraites,depuis quelque jour opposant réformer retrait continuer demander retraire demander aussi participer construction réformer plaire juste emmanuelmacron devoir écouter reformedesretraite
1341,,2019-12-29 10:08:05+00:00,"Après deux ans d’études de la #reformedesretraites par les équipes de #jeanpauldelevoye, on en est là ?... Ceux qui disent que nous avons au pire une #bandedebranleurs au mieux une #bandedamateurs auraient-ils raison ?",après deux ans études reformedesretraites équipes jeanpauldelevoye là ... ceux disent pire bandedebranleurs mieux bandedamateurs auraient-ils raison,après deux an étude reformedesretrait équipe jeanpauldelevoye là ... celui dire pire bandedebranleur mieux bandedamateur avoir - il raison
1342,,2019-12-29 10:08:00+00:00,Prise en flagrant délit de mensonge. Il ne leur reste plus que ça mais ils ne parviennent plus à duper les Français. #greve29decembre #reformedesretraites #Retraites @LaREM_AN,prise flagrant délit mensonge reste plus ça parviennent plus duper français greve29decembre reformedesretraites retraites larem_an,priser flagrant délit mensong rester plaire ça parvenir plaire duper français greve29decembre reformedesretraite retrait larem_an
1343,,2019-12-29 10:07:40+00:00,En réalité cette #reformedesretraites est tellement bien pour tout le monde que tous les régimes spéciaux sont validés les uns après les autres..... On doit appeler ça l'universalité en #Macronie,réalité cette reformedesretraites tellement bien tout monde tous régimes spéciaux validés uns après autres ... .. doit appeler ça l'universalité macronie,réalité ce reformedesretraite tellement bien tout monder tou régime spécial validé un après autre ... .. devoir appeler ça le universalité macronie
1344,,2019-12-29 10:06:22+00:00,#reformedesretraites #GiletsJaunes #Macron #greve29decembre,reformedesretraites giletsjaunes macron greve29decembre,reformedesretraite giletsjaune macron greve29decembre
1345,,2019-12-29 10:06:09+00:00,#Martinez ?! Déplaisant.. Et se fiche totalement de la #majoritesilencieuse ... #sncf #grève #reformedesretraites #regimesspéciaux,martinez déplaisant.. fiche totalement majoritesilencieuse ... sncf grève reformedesretraites regimesspéciaux,martiner déplaire .. ficher totalement majoritesilencieus ... sncf grever reformedesretraiter regimesspéciaux
1346,,2019-12-29 10:06:06+00:00,"Merci ! Tout seul on va plus vite, ensemble on va plus loin ! Restons unis ! #reformedesretraites ",merci tout seul va plus vite ensemble va plus loin restons unis reformedesretraites,merci tout seul aller plaire vite ensembl aller plaire loin reston unir reformedesretraiter
1347,,2019-12-29 10:05:14+00:00,Comment les travailleurs belges ont bloqué la retraite à points https://www.ptb.be/comment_les_travailleurs_belges_ont_bloqu_la_retraite_points Prenons exemple ne craquons pas soyons solidaires #reformedesretraites #giletsjaunes #grevegenerale #9janvier2020 #tousdanslarue #lci #BFMTV #cnews #france2,comment travailleurs belges bloqué retraite points https //www.ptb.be/comment_les_travailleurs_belges_ont_bloqu_la_retraite_points prenons exemple craquons solidaires reformedesretraites giletsjaunes grevegenerale 9janvier2020 tousdanslarue lci bfmtv cnews france2,comment travailleur belge bloquer retraiter point http //www.ptb.be / comment_les_travailleurs_belges_ont_bloqu_la_retraite_point prendre exemple craquon solidaire reformedesretraite giletsjaun grevegeneral 9janvier2020 tousdanslarue lci bfmtv cnews france2
1348,,2019-12-29 10:03:53+00:00,#reformedesretraites ,reformedesretraites,reformedesretraite
1349,,2019-12-29 10:03:18+00:00,"Et maintenant Philippe Goujon LR qui ne sait rien, ne comprend rien, mais soutient la #reformedesretraites et le gouvernement ... politique politicienne ..",maintenant philippe goujon lr sait rien comprend rien soutient reformedesretraites gouvernement ... politique politicienne ..,maintenir philippe goujon lr savoir rien comprendre rien soutenir reformedesretraiter gouvernement ... politique politicien ..
1350,,2019-12-29 10:02:56+00:00,@p_a_raphan Député nullissime ? Tous des amateurs ... je pose ça là ... 70 milliards pris aux cadres ? #ReformeRetraites #reformedesretraites #greves #GiletsJaunes @tropical_boy @ZeClint @ThierryMARIANI @MarionMarechal @__Verlaine__,p_a_raphan député nullissime tous amateurs ... pose ça là ... 70 milliards pris cadres reformeretraites reformedesretraites greves giletsjaunes tropical_boy zeclint thierrymariani marionmarechal __verlaine__,p_a_raphan députer nullissim tou amateur ... poser ça là ... 70 milliard prendre cadre reformeretrait reformedesretraite grev giletsjaune tropical_boy zeclint thierrymariani marionmarechal _ _ verlaine _ _
1351,,2019-12-29 10:02:52+00:00,"#LaREM : ""la #reformedesretraites était dans le programme d'Emmanuel #Macron et les Français ont voté pour."" Faux : la majorité de ceux qui ont voté pour Macron au deuxième tour ont voté contre Marine Le Pen et pas pour son programme https://www.rueducoq.fr/le-mensonge-primordial-de-la-veme-republique/",larem `` reformedesretraites programme d'emmanuel macron français voté '' faux majorité ceux voté macron deuxième tour voté contre marine pen programme https //www.rueducoq.fr/le-mensonge-primordial-de-la-veme-republique/,larem `` reformedesretraiter programmer de emmanuel macron français voter '' faux majorité celui voter macron deuxième tour voter contrer mariner pen programmer https //www.rueducoq.fr / le - mensonge - primordial - de - le - veme - republique/
1352,,2019-12-29 10:02:21+00:00,"Merci #Macron de tant donner aux riches tout en prenant aux pauvres, après avoir supprimé l'ISF, de réduire 5 euros les APL.... Et maintenant il s'agit de nos #Retraites... jusqu'où irez-vous? https://blogs.mediapart.fr/climat-social/blog/171219/merci-macron #GreveGenerale #GiletsJaunes #reformedesretraites",merci macron tant donner riches tout prenant pauvres après avoir supprimé l'isf réduire euros apl ... maintenant s'agit retraites ... jusqu'où irez-vous https //blogs.mediapart.fr/climat-social/blog/171219/merci-macron grevegenerale giletsjaunes reformedesretraites,merci macron tant donner riche tout prendre pauvre après avoir supprimer le isf réduir euro apl ... maintenir si agir retrait ... jusque où aller - vous https //blogs.mediapart.fr / climat - social / blog/171219/merci - macron grevegeneral giletsjaune reformedesretraiter
1353,,2019-12-29 10:01:52+00:00,"@gouvernementFR merci de ne pas céder à la pression, faible en proportion, des corporations syndicales et autres entreprises publiques chroniquement en déficit.C'est un poids pour les contribuables français!vous avez aussi des soutiens #reformedesretraites #Retraites #égalité",gouvernementfr merci céder pression faible proportion corporations syndicales autres entreprises publiques chroniquement déficit.c'est poids contribuables français aussi soutiens reformedesretraites retraites égalité,gouvernementfr merci céder pression faible proportion corporation syndical autre entreprise public chroniquement déficit.c' être poids contribuable français aussi soutien reformedesretraite retrait égalité
1354,,2019-12-29 10:01:33+00:00,#Confiance ? La réponse demeure dans le #verbiage employé p #Macron-#Trogneux &amp; @EPhilippePM #grèvistes #cheminot #reformedesretraites #ReformeRetraites #SNCF #UNSA #Cfdt #CGT #SudRail @cgtcheminots #Retraitesparpoints #GiletsJaunes #HautsdeFrance #Wattrelos #Roubaix,confiance réponse demeure verbiage employé macron- trogneux amp ephilippepm grèvistes cheminot reformedesretraites reformeretraites sncf unsa cfdt cgt sudrail cgtcheminots retraitesparpoints giletsjaunes hautsdefrance wattrelos roubaix,confiance réponse demeur verbiage employer macron- trogneux amp ephilippepm grèvist cheminot reformedesretraite reformeretrait sncf unsa cfdt cgt sudrail cgtcheminot retraitesparpoint giletsjauner hautsdefrance wattrelo roubaix
1355,,2019-12-29 10:01:11+00:00,"#greve29decembre #GiletsJaunes #reformedesretraites NEANTORI TE SALUTANT Qu'on pourrait traduire par : ""Ceux qui ne seront rien te saluent (sous-entendu : #Macron )""",greve29decembre giletsjaunes reformedesretraites neantori salutant qu'on pourrait traduire `` ceux rien saluent sous-entendu macron '',greve29decembre giletsjaune reformedesretraite neantori saluter que on pouvoir traduire `` celui rien saluer sous-entendre macron ''
1356,,2019-12-29 10:01:08+00:00,"#Retraites #ReformeRetraites #reformedesretraites #Macron #GiletsJaunes #greve29decembre #CGT #EdouardPhilippe #SNCF #RATP #FiersDeLaGreve ÉCHEC DE LA RETRAITE À POINTS EN BELGIQUE et.....pas 1 mot dans les JT français. Étonnant, non ? ",retraites reformeretraites reformedesretraites macron giletsjaunes greve29decembre cgt edouardphilippe sncf ratp fiersdelagreve échec retraite points belgique ... ..pas mot jt français étonnant non,retrait reformeretrait reformedesretraite macron giletsjaune greve29decembre cgt edouardphilipp sncf ratp fiersdelagreve échec retraire point belgiqu ... .. pas mot jt français étonner non
1357,,2019-12-29 10:00:36+00:00,#reformedesretraites #RetraiteParPoints #Retraites #gouvernement #Macron #edouardphillippe,reformedesretraites retraiteparpoints retraites gouvernement macron edouardphillippe,reformedesretraite retraiteparpoint retrait gouvernement macron edouardphillipp
1358,,2019-12-29 10:00:32+00:00,Plus ça avance dans les explications de #LREM et plus la #reformedesretraites devient scandaleuse !! On nous demande d’ envoyer nos enfants au casse-pipe. Soutien à l’#OperaDeParis Soutien aux #grevistes #FiersDeLaGreve,plus ça avance explications lrem plus reformedesretraites devient scandaleuse demande envoyer enfants casse-pipe soutien operadeparis soutien grevistes fiersdelagreve,plaire ça avancer explicater lrem plaire reformedesretraite devenir scandaleux demander envoyer enfant casse-pipe soutien operadeparis soutien grevist fiersdelagreve
1359,,2019-12-29 10:00:20+00:00,"#reformedesretraites : Comment financer la #Retraites ? #MarineLePen répond En 2020,Mesdames ! Allez au boulot (?) #GiletsJaunes #greve29decembre #Macron #LREM #RN",reformedesretraites comment financer retraites marinelepen répond 2020 mesdames allez boulot giletsjaunes greve29decembre macron lrem rn,reformedesretraiter comment financer retrait marinelepen répondre 2020 madame aller boulot giletsjauner greve29decembre macron lrem rn
1360,,2019-12-29 10:00:00+00:00,EXCLUSIF – Appel collectif des bibliothèques contre la capitalisation des retraites http://actualitte.com/t/CmIfAluz #reformedesretraites #bibliotheques #bibliothecaires #servicepublic #mobilisation #greve @Bpi_Pompidou @laBnF @BBFenssib @MinistereCC @franckriester @MinSoliSante,exclusif appel collectif bibliothèques contre capitalisation retraites http //actualitte.com/t/cmifaluz reformedesretraites bibliotheques bibliothecaires servicepublic mobilisation greve bpi_pompidou labnf bbfenssib ministerecc franckriester minsolisante,exclusif appel collectif bibliothèqu contrer capitalisation retrait http //actualitte.com / t / cmifaluz reformedesretraiter bibliothequ bibliothecaire servicepublic mobilisation grev bpi_pompidou labnf bbfenssib ministerecc franckriester minsolisant
1361,,2019-12-29 09:58:40+00:00,#reformedesretraites #evangile #greve29decembre #dieuestlavérité #JesusIsLord #eglise,reformedesretraites evangile greve29decembre dieuestlavérité jesusislord eglise,reformedesretraite evangil greve29decembr dieuestlavérité jesusislord eglis
1362,,2019-12-29 09:58:07+00:00,Quand on pense que la richesse de Bernard Arnault a augmenté de 32 MILLIARDS en 2019 et on nous dit qu'il faut précariser les #Retraites futures parce qu'il n'y a pas d'argent. Faut etre débile ou de mauvaise foi pour accepter cette #reformedesretraites. #greve29decembre #greve,quand pense richesse bernard arnault augmenté 32 milliards 2019 dit qu'il faut précariser retraites futures parce qu'il d'argent faut etre débile mauvaise foi accepter cette reformedesretraites greve29decembre greve,quand penser richess bernard arnault augmenter 32 milliard 2019 dire que il falloir précariser retrait future parce que il de argent falloir etre débile mauvais foi accepter ce reformedesretraite greve29decembre grev
1363,,2019-12-29 09:57:14+00:00,"La #reformedesretraites est simple : séparer ceux qui ont un pouvoir de blocage de ceux qui n'en ont pas. Pour les seconds, l'avenir sera de plus en plus sombre...",reformedesretraites simple séparer ceux pouvoir blocage ceux n'en seconds l'avenir plus plus sombre ...,reformedesretraite simple séparer celui pouvoir blocage celui ne en second le avenir plaire plaire sombre ...
1364,,2019-12-29 09:54:44+00:00,Absolument ! Ne cédons rien au chantage de grévistes individualistes qui ne pensent qu'à leurs petits intérêts. Cette #reformedesretraites est indispensable et doit se faire pour la survie du sytème. #greve29decembre = #grevedelahonte https://twitter.com/charliemaurice3/status/1210999190773551106,absolument cédons rien chantage grévistes individualistes pensent leurs petits intérêts cette reformedesretraites indispensable doit faire survie sytème greve29decembre grevedelahonte https //twitter.com/charliemaurice3/status/1210999190773551106,absolument céder rien chantage gréviste individualiste penser leur petit intérêt ce reformedesretraite indispensable devoir faire survie sytèm greve29decembre grevedelahont http //twitter.com / charliemaurice3/status/1210999190773551106
1365,,2019-12-29 09:54:05+00:00,"Martinez et la #CGT, c'est ""je suis contre ce qui est pour et je suis pour ce qui est contre"" ! #greve29decembre #retraites #reformedesretraites",martinez cgt c'est `` contre contre '' greve29decembre retraites reformedesretraites,martiner cgt ce être `` contrer contrer '' greve29decembre retrait reformedesretraite
1366,,2019-12-29 09:54:02+00:00,SAEZ - Manu dans l'cul https://youtu.be/UbgBu8Leh9Q #reformedesretraites #GiletJaunes,saez manu l'cul https //youtu.be/ubgbu8leh9q reformedesretraites giletjaunes,saez manu le cul http //youtu.be / ubgbu8leh9q reformedesretraite giletjaun
1367,,2019-12-29 09:53:01+00:00,"""Nous ne pouvons pas être la génération qui aura sacrifié les suivantes” Le ballet de l'#OperaDeParis refuse la proposition du gouvernement d’échapper aux mesures de cette #reformedesretraites et ne les voir appliquées qu’aux prochaines générations ! #Grève #GrèveGénérale ",`` pouvons être génération sacrifié suivantes ballet operadeparis refuse proposition gouvernement échapper mesures cette reformedesretraites voir appliquées prochaines générations grève grèvegénérale,`` pouvon être génération sacrifier suivant ballet operadepari refuser proposition gouvernement échapper mesure ce reformedesretraiter voir appliquer prochain génération grever grèvegénéral
1368,,2019-12-29 09:51:32+00:00,"""On n’a jamais connu une telle catastrophe politique et d’humiliation de la France aux yeux du monde entier..."" #MacronDemission #reformedesretraites #greve",`` jamais connu telle catastrophe politique humiliation france yeux monde entier ... '' macrondemission reformedesretraites greve,`` jamais connaître tel catastroph politique humiliation france oeil monder entier ... '' macrondemission reformedesretraiter grev
1369,,2019-12-29 09:51:10+00:00,"3) C'est de la faute des états qui sont nuls et pauvres (normal, on les a ruiné avec des lois de défiscalisation et d'évasion fiscale favorables aux entreprises et aux classes aisées et puis les Etats ont sauvé l'éco en 2008) #blackrock #reformedesretraites",c'est faute états nuls pauvres normal ruiné lois défiscalisation d'évasion fiscale favorables entreprises classes aisées puis etats sauvé l'éco 2008 blackrock reformedesretraites,ce être faut état nul pauvre normal ruiner loi défiscalisation de évasion fiscal favorable entreprise classe aiser pouvoir etat sauver le éco 2008 blackrock reformedesretraiter
1370,,2019-12-29 09:51:09+00:00,"Comment pense le monde de l'entreprise via les mots de Larry Fink #blackrock : 1) les entreprises ont gagné beaucoup d'argent parce qu'elles sont hyper compétentes 2) les gens n'ont pas bénéficié du partage des richesses, mince alors #blackrock #reformedesretraites ",comment pense monde l'entreprise via mots larry fink blackrock entreprises gagné beaucoup d'argent parce qu'elles hyper compétentes gens n'ont bénéficié partage richesses mince alors blackrock reformedesretraites,comment penser monder le entreprendre via mot larry fink blackrock entreprise gagner beaucoup de argent parce que lui hyper compétent gen ne avoir bénéficier partager richesser mince alors blackrock reformedesretraiter
1371,,2019-12-29 09:50:46+00:00,"Les députés #LREM le disent sur les plateaux télé : le #gouvernement n'invite plus la #CGT à la table des négociations car ils s'opposent à la #reformedesretraites. Ils préfèrent ""discuter"" avec la #CFDT , l'#UNSA et le #MEDEF car ce sont des syndicats plus dociles ...",députés lrem disent plateaux télé gouvernement n'invite plus cgt table négociations car s'opposent reformedesretraites préfèrent `` discuter '' cfdt unsa medef car syndicats plus dociles ...,député lrem dire plateau télé gouvernement ne inviter plaire cgt tabl négociation car si opposer reformedesretraiter préférer `` discuter '' cfdt unsa medef car syndicat plaire docile ...
1372,,2019-12-29 09:50:36+00:00,"Exact ! Attristé de voir que les policiers, marins, pilotes ne suivent plus #ratp #sncf #reformedesretraites",exact attristé voir policiers marins pilotes suivent plus ratp sncf reformedesretraites,exact attrister voir romanpolicier marin pilot suivre plaire ratp sncf reformedesretraiter
1373,,2019-12-29 09:49:38+00:00,Excellent travail de pédagogie et d’écoute de la part d’@OlgaGivernet #reformedesretraites #LaREM,excellent travail pédagogie écoute part olgagivernet reformedesretraites larem,exceller travail pédagogie écout partir olgagivernet reformedesretraiter larem
1374,,2019-12-29 09:48:17+00:00,On sait que #Macron n'est à la tête du pays que pour le rentabiliser... Que peut faire d'autre ce banquier ? (En prenant sa quote-part au passage : Modif de l'ISF) Mais la #reformedesretraites est au-delà du profit des riches... Elle rend définitive la fracture sociale.,sait macron n'est tête pays rentabiliser ... peut faire d'autre banquier prenant quote-part passage modif l'isf reformedesretraites au-delà profit riches ... rend définitive fracture sociale,savoir macron ne être tête pays rentabiliser ... pouvoir faire de autre banquier prendre quote-part passage modif le isf reformedesretraiter au-delà profit riche ... rendre définitif fracturer social
1375,,2019-12-29 09:47:50+00:00,"convergence/#GJ/#Reforme : nouvelle séquence politico-médiatique depuis hier. Déjà qu'on chiait rien à rien de la réforme, là ça va être dantesque. Connaissant le point d'indice de connerie du #français, le taux de chance que ça passe est à la hausse. #reformedesretraites ",convergence/ gj/ reforme nouvelle séquence politico-médiatique depuis hier déjà qu'on chiait rien rien réforme là ça va être dantesque connaissant point d'indice connerie français taux chance ça passe hausse reformedesretraites,convergence/ gj/ reformer nouveau séquence politico-médiatiqu depuis hier déjà que on chier rien rien réformer là ça aller être dantesque connaître poindre de indice conneri français taux chance ça passer hauss reformedesretraiter
1376,,2019-12-29 09:47:41+00:00,Ce que n’arrivera jamais à comprendre ce gvt capitaliste->individualiste-> egoiste: les Français restent solidaires les uns des autres et sont attachés à ça. Jouer à nous monter les uns contre les autres ne marche pas. #reformedesretraites #GreveGenerale,arrivera jamais comprendre gvt capitaliste- individualiste- egoiste français restent solidaires uns autres attachés ça jouer monter uns contre autres marche reformedesretraites grevegenerale,arriver jamais comprendre gvt capitaliste- individualiste- egoiste français ruer solidairer un autre attaché ça jouer monter un contrer autre marcher reformedesretraiter grevegeneral
1377,,2019-12-29 09:46:39+00:00,"Qu'allons-nous dire à nos mômes : battez-vous, mais chacun.e pour soi, pas pour défendre collectivement votre avenir, votre vie ? Oubliez les valeurs de solidarité, de partage, l'humanité que vos arrière-grands-parents vous ont laissées en héritage ? #reformedesretraites",qu'allons-nous dire mômes battez-vous chacun.e soi défendre collectivement avenir vie oubliez valeurs solidarité partage l'humanité arrière-grands-parents laissées héritage reformedesretraites,que allon - nous dire môme battre - vous chacun.e soi défendre collectivement avenir vie oublier valeur solidarité partager le humanité arrière-grands-parent laisser héritage reformedesretraite
